state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
KY,*57000028,Pennyrile Community Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,"PENNYRILE ALLIED COMMUNITY SERVICES, INC.                                         ",73446,73642,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000036,Adubon Area Community Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,1232903,0,1232903,NEMT - Human Services Transportation Delivery,"",0,ADUBON AREA COMMUNITY SERVICES INC.,75092,75275,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000085,Blue Grass Community Action,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,BLUE GRASS COMMUNITY ACTION AGENCY INC,106388,106732,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000101,Federated Transportaton Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,FEDERATED TRANSPORTATION SERVICES,85233,85478,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000127,Rural Transit Enterprises,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,RURAL TRANSIT ENTERPRISES,158661,159010,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000135,Licking Valley Community Action,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,LKLP COMMUNITY ACTION,100495,100736,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000143,Sand Valley Transportation,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,SANDY VALLEY TRANSPORTATION,72819,72963,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000168,Licking Valley Community Action,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,LICKING VALLEY COMMUNITY ACTION PROGRAM INC,23553,23618,1,0,State Non-Emergency Transportation,"",1,,
KY,*57000176,Licking Valley Community Action,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,LKLP CAC INC REGION 5,125931,126210,1,0,State Non-Emergency Transportation,"",1,,
KY,*7100034240,Federated Transportaton Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,FEDERATED TRANSPORTATION SERVICES,295745,296336,1,0,State Non-Emergency Transportation,"",1,,
KY,*7100164990,Wellcare of Kentucky,Kentucky,2018,,Comprehensive MCO,Kentucky Managed Care (Comprehensive MCO),WellCare of Kentucky,Statewide,424585,21737,446322,WellCare,WellCare of Kentucky,1,"WELLCARE OF KENTUCKY, INC.                                                        ",516316,518032,1,0,WellCare,WellCare,1,,
KY,*7100165000,Aetna Better Health of Kentucky,Kentucky,2018,,Comprehensive MCO,Kentucky Managed Care (Comprehensive MCO),Aetna Better Health of Kentucky,Statewide,208336,15540,223876,Aetna,Aetna Better Health of Kentucky,1,AETNA BETTER HEALTH OF KENTUCKY,259436,260371,1,0,CVS Health Corporation,Aetna,1,2018-11-28,
KY,*7100213260,Passport Health Plan,Kentucky,2018,,Comprehensive MCO,Kentucky Managed Care (Comprehensive MCO),Passport Health Plan,Statewide,301394,10322,311716,Passport Health Plan,Passport Health Plan,1,PASSPORT HEALTH PLAN,373953,375612,1,0,The University of Louisville|University of Louisville Physicians|University Medical Center|Jewish Heritage Fund for Excellence|Norton Healthcare|Louisville/Jefferson County Primary Care Association,"",1,,
KY,*7100213660,Humana,Kentucky,2018,,Comprehensive MCO,Kentucky Managed Care (Comprehensive MCO),Humana-Caresource,Statewide,143126,4728,147854,Humana,Humana-CareSource,1,"HUMANA HEALTH PLAN, INC.                                                          ",184935,186001,1,0,Humana,Humana & CareSource,1,,
KY,*7100242970,Licking Valley Community Action,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,LKLP CAC INC REGION 15,79664,79844,1,0,State Non-Emergency Transportation,"",1,,
KY,*7100250900,Anthem Blue Cross Blue Shield,Kentucky,2018,,Comprehensive MCO,Kentucky Managed Care (Comprehensive MCO),Anthem Blue Cross Blue Shield Medicaid,Statewide,126166,3591,129757,Anthem BCBS,Anthem Blue Cross Blue Shield Medicaid,1,ANTHEM BLUE CROSS AND BLUE SHIELD MEDICAID,170729,171744,1,1,Anthem,Anthem,1,,
KY,*7100257490,Federated Transportaton Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,FEDERATED TRANSPORTATION SERVICES OF THE BLUEGRASS,85025,85270,1,0,State Non-Emergency Transportation,"",1,,
KY,*7100279430,Adubon Area Community Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,AUDUBON AREA COMMUNITY SERVICES INC/GRITS,65179,65320,1,0,State Non-Emergency Transportation,"",1,,
KY,*7100454520,Federated Transportaton Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,FEDERATED TRANSPORTATION SERVICES OF THE BLUEGRASS INC,117589,117810,1,0,State Non-Emergency Transportation,"",1,,
KY,*7100454560,Adubon Area Community Services,Kentucky,2018,,Non-Emergency Medical Transportation,Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT - Human Services Transportation Delivery,Statewide,0,0,0,NEMT - Human Services Transportation Delivery,"",0,AUDUBON AREA COMMUNITY SERVICES INC,86146,86377,1,0,State Non-Emergency Transportation,"",1,,
LA,*000000012508,Franciscan PACE,Louisiana,2018,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Baton Rouge,"70704, 70710, 70714,70719, 70720,70722, 70729, 70736, 70739, 70748, 70767, 70770, 70775, 70777, 70791, 70801, 70802, 70803, 70804, 70805, 70806, 70807, 70808, 70809, 70810, 70811, 70812, 70813, 70814, 70815, 70816, 70817, 70818, 70819, 70820, 70821, 70822, 70823, 70825, 70826, 70827, 70831, 70833, 70835, 70836, 70837, 70873, 70874, 70879, 70883, 70884, 70891, 70892, 70893, 70894, 70895, 70896, 70898",0,196,196,PACE,"",0,PACE BATON ROUGE,235,234,1,0,Franciscan Alliance,"",1,,
LA,*000000047706,PACE - Greater New Orleans,Louisiana,2018,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Greater New Orleans,"70112, 70113, 70114, 70115, 70116, 70117, 70118, 70119, 70122, 70124, 70125, 70126, 70127, 70128, 70129, 70130, 70131, 70032, 70043, 70001, 70002, 70003, 70005, 70006, 70053, 70121",13,170,183,PACE,"",0,PACE GREATER NEW ORLEANS,233,229,1,0,Catholic Charities Archdiocese of New Orleans,"",1,,
LA,*000000116251,Healthy Blue,Louisiana,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Healthy Blue,Statewide,2325,19355,21680,"Anthem Insurance Companies, Inc.","",0,HEALTHY BLUE,314636,314757,1,0,Anthem,"",1,,
LA,*000000116251,Healthy Blue,Louisiana,2018,,Comprehensive MCO,Healthy Louisiana (Comprehensive MCO),Healthy Blue,Statewide,233157,105,233262,"Anthem Insurance Companies, Inc.",Healthy Blue,1,HEALTHY BLUE,314636,314757,1,0,Anthem,Anthem,1,,
LA,*000000116284,Louisiana Healthcare Connections,Louisiana,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Louisiana Healthcare Connections,Statewide,2902,22876,25778,Centene Corporation,"",0,LOUISIANA HEALTHCARE CONNECTI,554234,554401,1,0,Centene,"",1,,
LA,*000000116284,Louisiana Healthcare Connections,Louisiana,2018,,Comprehensive MCO,Healthy Louisiana (Comprehensive MCO),Louisiana Healthcare Connections,Statewide,450896,191,451087,Centene Corporation,Louisiana Healthcare Connections,1,LOUISIANA HEALTHCARE CONNECTI,554234,554401,1,0,Centene,Centene,1,,
LA,*000000116293,AmeriHealth Caritas Louisiana,Louisiana,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),AmeriHealth Caritas of Louisiana,Statewide,2025,18576,20601,AmeriHealth,"",0,AMERIHEALTH CARITAS LOUISIANA,250760,250812,1,0,Independence Health Group,"",1,,
LA,*000000116293,AmeriHealth Caritas Louisiana,Louisiana,2018,,Comprehensive MCO,Healthy Louisiana (Comprehensive MCO),AmeriHealth Caritas of Louisiana,Statewide,189098,109,189207,AmeriHealth,AmeriHealth Caritas of Louisiana,1,AMERIHEALTH CARITAS LOUISIANA,250760,250812,1,0,Independence Health Group,Independence Health Group,1,,
LA,*000000117714,"Magellan Health, Inc.",Louisiana,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Coordinated System of Care (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Magellan,Statewide,2532,0,2532,Magellan Health,"",0,MAGELLAN HEALTH SERVICES,4464,4912,1,0,Magellan,"",1,,
LA,*000000136558,"Managed Care of North America, Inc.",Louisiana,2018,,Dental only (PAHP),Dental Benefit Management Program (Dental only (PAHP)),MCNA of Louisiana,Statewide,1398468,104724,1503192,"Managed Care of North America (MCNA), Inc.","",0,MCNA INSURANCE COMPANY,1648142,1737076,1,0,"Managed Care of North America, Inc.","",1,,
LA,*000000137698,UnitedHealthcare Community Plan,Louisiana,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),UnitedHealthcare Community Plan,Statewide,3132,23408,26540,UnitedHealthcare,"",0,UNITED HEALTHCARE OF LOUISIAN,521874,522044,1,0,United Healthcare,"",1,,
LA,*000000137698,UnitedHealthcare Community Plan,Louisiana,2018,,Comprehensive MCO,Healthy Louisiana (Comprehensive MCO),UnitedHealthcare Community Plan,Statewide,414548,166,414714,UnitedHealthcare,United Healthcare Community Plan,1,UNITED HEALTHCARE OF LOUISIAN,521874,522044,1,0,United Healthcare,UnitedHealth Group,1,,
LA,*000000137716,Aetna Better Health of Louisiana,Louisiana,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Aetna Better Health,Statewide,1957,19019,20976,Aetna,"",0,AETNA BETTER HEALTH OF LOUISI,152140,152182,1,0,CVS Health Corporation,"",1,2018-11-28,
LA,*000000137716,Aetna Better Health of Louisiana,Louisiana,2018,,Comprehensive MCO,Healthy Louisiana (Comprehensive MCO),Aetna Better Health,Statewide,96417,97,96514,Aetna,Aetna Better Health,1,AETNA BETTER HEALTH OF LOUISI,152140,152182,1,0,CVS Health Corporation,Aetna,1,2018-11-28,
LA,*000000138703,Franciscan PACE,Louisiana,2018,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Lafayette,"70501, 70503, 70506, 70507, 70508, 70517, 70518, 70520, 70529, 70578, 70583, 70584, 70592",2,77,79,PACE,"",0,PACE LAFAYETTE,118,117,1,0,Franciscan Alliance,"",1,,
MA,"",East Boston Neighborhood Health Center,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Neighborhood PACE,Middlesex and Suffolk Counties,55,496,551,PACE,"",0,"",,,0,0,East Boston Neighborhood Health Center,"",0,,
MA,"",Money Follows the Person,Massachusetts,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Money Follows the Person- Behavioral Health Supports (MFP-BH) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Money Follows the Person- Behavioral Health Supports (MFP-BH),Statewide,0,0,0,Money Follows the Person- Behavioral Health Supports (MFP-BH),"",0,"",,,0,0,MassHealth,"",0,,
MA,"",Multiple Primary Care Providers,Massachusetts,2018,,Primary Care Case Management (PCCM),Primary Care Clinician Program (PCC Plan) (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,119512,0,119512,Multiple Primary Care Provider (PCCM),"",0,"",,,0,0,Multiple Primary Care Providers,"",0,,
MA,*110020754C,Elder Service Plan,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Elder Service Plan of Harbor Health,"02108, 02445, 02021, 02026 ,02048 ,02062 ,02067, 02072, 02169, 02184, 02186, 02188, 02301, 02322, 02324, 02333, 02334, 02338, 02339 ,02341 ,02343, 02351, 02359, 02367, 02368, 02370, 02379, 02382, 02458, 02766, 02767, 02780",13,462,475,Elder Service Plan,"",0,ELDER SERVICE PLAN,680,681,1,0,Harbor Health Services,"",1,,
MA,*110024263E,Elder Service Plan,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Upham's Elder Service Plan,"02108, 02445",30,246,276,Elder Service Plan,"",0,UPHAM'S ELDER SERVICE PLAN,324,324,1,0,Harbor Health Services,"",1,,
MA,*110025617D,BMC Healthnet Plan,Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Boston Accountable Care Organization in partnership with BMC HealthNet Plan,"Attleboro, Boston, Brockton, Fall River, Falmouth, Greenfield, Holyoke, Lynn, Malden, New Bedford, Northampton, Plymouth, Quincy, Revere, Somerville, Springfield, Taunton, Waltham, Wareham, Westfield, Woburn",107081,0,107081,Boston Medical Health Plan,BMC HealthNet Plan (Boston Accountable Care Organization),1,BMC HEALTHNET PLAN,270867,293971,1,0,"BMC Health System, Inc",Boston Medical Center Health Plan,1,,
MA,*110025617H,BMC Healthnet Plan,Massachusetts,2018,,Comprehensive MCO + MLTSS,Senior Care Options (Comprehensive MCO + MLTSS),Boston Medical Center Healthnet Plan,Suffolk County,139,705,844,Boston Medical Health Plan,BMC HealthNet Plan,1,BMC HEALTHNET PLAN,1360,1366,1,0,"BMC Health System, Inc",Boston Medical Center Health Plan,1,,
MA,*110027821J,Neighborhood PACE,Massachusetts,2018,,"","","","",,,,"","",0,HARBOR COMMUNITY HEALTH CENTER - HYANNIS,583,583,0,0,Harbor Health Services,"",1,,
MA,*110031447A,United Healthcare,Massachusetts,2018,,Comprehensive MCO + MLTSS,Senior Care Options (Comprehensive MCO + MLTSS),United Healthcare,"Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk and Worcester Counties",1838,17629,19467,UnitedHealthcare,United Healthcare,1,EVERCARE,22760,22996,1,0,United Healthcare,UnitedHealth Group,1,,
MA,*110031448A,Senior Whole Health,Massachusetts,2018,,Comprehensive MCO + MLTSS,Senior Care Options (Comprehensive MCO + MLTSS),Senior Whole Health,"Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",1321,13465,14786,Magellan Health,Senior Whole Health,1,SENIOR WHOLE HEALTH LLC,17068,17142,1,0,Magellan,Magellan Health,1,,
MA,*110031449B,Fallon Health Plan,Massachusetts,2018,,"","","","",,,,"","",0,FALLON COMMUNITY HLTH PLAN,35436,35861,0,0,Fallon Health Plan,"",1,,
MA,*110031449C,Fallon Health Plan,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Fallon Health Summit Eldercare,"01001, 01008, 01010, 01011, 01013, 01027, 01028, 01033, 01034, 01036, 01040, 01056, 01057, 01069, 01071, 01073, 01075, 01077, 01081, 01085, 01089, 01095, 01101, 01106, 01521, 01034, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01005, 01037, 01068, 01083, 01331, 01331, 01366, 01368, 01420, 01430, 01431, 01432, 01440, 01441, 01450, 01451, 01452, 01453, 01460, 01462, 01463, 01464, 01468, 01469, 01475, 01501, 01503, 01504, 01505, 01506, 01507, 01510, 01515, 01516, 01519, 01520, 01523, 01524, 01527, 01529, 01531, 01532, 01534, 01535, 01540, 01541, 01543, 01545, 01550, 01562, 01564, 01566, 01568, 01569, 01570, 01571, 01581, 01583, 01585, 01590, 01601, 01612, 01719, 01720, 01730, 01740, 01741, 01742, 01747, 01749, 01752, 01756, 01757, 01772, 01151, 01845",46,1127,1173,Fallon Health Plan,"",0,ELDER SRVC PLAN AT FALLON,1467,1471,1,0,Fallon Health Plan,"",1,,
MA,*110031449E,Navicare HMO,Massachusetts,2018,,Comprehensive MCO + MLTSS,Senior Care Options (Comprehensive MCO + MLTSS),Navicare HMO,"Barnstable, Brisol, Essex, Franklin, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",436,6270,6706,Fallon Health Plan,Navicare HMO,1,FALLON COMMUNITY HEALTH PLAN SCO,8125,8169,1,0,Fallon Health Plan,"",1,,
MA,*110031449F,Fallon Health (Health Collaborative of the Berkshires),Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Health Collaborative of the Berkshires in partnership with Fallon Health,"Adams, Pittsfield",15461,0,15461,Fallon Health Plan,Fallon Health (Health Collaborative of the Berkshires),1,BERKSHIRE FALLON HEALTH COLLABORATIVE,21418,21513,1,0,Fallon Health Plan|Health Collaborative of the Berkshires,"",,,
MA,*110031449G,Fallon Health (Reliant Medical Group),Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Reliant Medical Group in partnership with Fallon Health,"Gardner-Fitchburg, Framingham, Southbridge, Worcester",30168,0,30168,Fallon Health Plan,Fallon Health (Reliant Medical Group),1,FALLON 365 CARE,41066,41445,1,0,Fallon Health Plan|Reliant Medical Group,UnitedHealth Group,,,
MA,*110031449H,Fallon Health (Wellforce),Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Wellforce in partnership with Fallon Health,"Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lawrence, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn",52821,0,52821,Fallon Health Plan,Fallon Health (Wellforce),1,WELLFORCE CARE PLAN,73377,74034,1,0,Fallon Health Plan|Wellforce,"",,,
MA,*110031450A,Commonwealth Care Alliance,Massachusetts,2018,,Comprehensive MCO + MLTSS,Senior Care Options (Comprehensive MCO + MLTSS),Commonwealth Care Alliance,"01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01354, 01301, 01302, 01039, 01346, 01347, 01054, 01349, 01350, 01351, 01360, 01367, 01369, 01370, 01072, 01373, 01375, 01376, 01379, 01380, 01093, 02322, 02157, 02457, 02184, 02185, 02146, 02445, 02446, 02147, 02447, 02021, 02467, 02025, 02026, 02027, 02030, 02032, 02035, 02343, 02052, 02053, 02054, 02186, 02187, 02192, 02194, 02492, 02494, 02056, 02171, 02062, 02762, 02169, 02170, 02171, 02269, 02368, 02067, 02070, 02071, 02072, 02081, 02181, 02481, 02482, 02090, 02188, 02189, 02190, 02191, 02170, 02093, 02351, 02020, 02324, 02301, 02302, 02303, 02304, 02305, 02327, 02330, 02332, 02333, 02338, 02339, 02341, 02018, 02043, 02044, 02045, 02364, 02050, 02065, 02346, 02061, 02355, 02059, 02358, 02558, 02359, 02360, 02362, 02367, 02770, 02370, 02040, 02055, 02060, 02066, 02379, 02382",696,9251,9947,Commonwealth Care Alliance,Commonwealth Care Alliance,1,COMMONWEALTH CARE ALLIANCE,11795,12311,1,0,Commonwealth Care Alliance,"",1,,
MA,*110031450B,Commonwealth Care Alliance,Massachusetts,2018,,"","","","",,,,"","",0,COMMONWEALTH CARE ALLIANCE,23082,23362,0,0,Commonwealth Care Alliance,"",0,,
MA,*110031464A,Health New England (Baystate Health Care Alliance),Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Baystate Health Care Alliance in partnership with Health New England,"Holyoke, Northampton, Springfield, Westfield",37474,0,37474,Health New England,Health New England (Baystate Health Care Alliance),1,HEALTH NEW ENGLAND,58505,59404,1,0,"Baystate Health, Inc.","",1,,
MA,*110031464B,Health New England (Baystate Health Care Alliance),Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Baystate Health Care Alliance in partnership with Health New England,"Holyoke, Northampton, Springfield, Westfield",0,0,0,Health New England,Health New England (Baystate Health Care Alliance),1,BEHEALTHY PARTNERSHIP,49804,50469,1,0,"Baystate Health, Inc.","",,,
MA,*110031467A,Neighborhood Health Plan,Massachusetts,2018,,"","","","",,,,"","",0,NEIGHBORHOOD HEALTH PLAN-A,227786,229415,0,0,Partners HealthCare,"",1,,
MA,*110031467F,AllWays Health Partners,Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Merrimack Valley ACO in partnership with AllWays Health Partners,"Haverhill, Lawrence, Lowell",31865,0,31865,Allways Health Partners,AllWays Health Partners (Merrimack Valley ACO),1,MY CARE FAMILY,44975,45662,1,0,Mass General Brigham,"",,,
MA,*110031470B,Tufts Health Plan,Massachusetts,2018,,Comprehensive MCO + MLTSS,Senior Care Options (Comprehensive MCO + MLTSS),Tufts Health Plan,"Barnstable, Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",633,4081,4714,Tufts Health Plan,Tufts Health Plan,1,TUFTS HEALTH PLAN,5946,5971,1,0,Tufts Health Plan,"",1,,
MA,*110031494A,Elder Service Plan,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Elder Service Plan of Cambridge Health Alliance,Middlesex and Suffolk Counties,32,396,428,Elder Service Plan,"",0,ELDER SERVICE PLAN CAMBRIDGE HEALTH ALLIANCE,525,525,1,0,Harbor Health Services,"",1,,
MA,*110031495A,Element Care Inc,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Element Care Inc,"02176, 02180, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01845, 01801, 01803, 01830, 01833, 01834, 01860, 01864, 01867, 01880, 01887, 01890, 01901, 01906, 01907, 01908, 01913, 01915, 01921, 01923, 01929, 01930, 01936, 01938, 01940, 01944, 01945, 01949, 01950 ,01951, 01952, 01960, 01966, 01969, 01970, 01983, 01984, 01985",67,927,994,Element Care Inc,"",0,ELEMENT CARE INC,1166,1166,1,0,"Element Care, Inc.","",1,,
MA,*110031899B,Massachusetts Behavioral Health Partnership,Massachusetts,2018,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),MassHealth BH/SUD PIHP (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Massachusetts Behavioral Health Partnership,Statewide,528106,0,528106,Beacon,"",0,MASSACHUSETTS BEH HLTH PRT,900222,906236,1,0,Beacon Health Options,"",1,,
MA,*110075034C,Serenity Care PACE Program,Massachusetts,2018,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Serenity Care PACE Program,"01002, 01027, 01350, 01001, 01002, 01007, 01008, 01010, 01011, 01012, 01013, 01026, 01027, 01028, 01032, 01033, 01034, 01035, 01036, 01038, 01040, 01050, 01056, 01057, 01060, 01069, 01070, 01071, 01073, 01075, 01077, 01081, 01082, 01085, 01089, 01095, 01096, 01098, 01101, 01106, 01151, 01243, 01521, 01009, 01030, 01039, 01053, 01054, 01059, 01062, 01066, 01072, 01079, 01080, 01084, 01088, 01093, 01097, 01301, 01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01346, 01351, 01354, 01355, 01360, 01364, 01367, 01370, 01375, 01378, 01379",66,325,391,PACE,"",0,SERENITY CARE PACE PROGRAM,484,485,1,0,Serenity Care,"",1,,
MA,*110082212A,CeltiCare Health Plan of Massachusetts,Massachusetts,2018,,"","","","",,,,"","",0,"CELTICARE HEALTH PLAN OF MASSACHUSETTS, INC.                                      ",34316,34418,,0,Centene,"",1,,
MA,*110088791A,Tufts Health Plan,Massachusetts,2018,,Comprehensive MCO,MassHealth Managed Care (Comprehensive MCO),Tufts Health Plan,Statewide (excluding islands),105265,0,105265,Tufts Health Plan,Tufts Health Plan,1,TUFTS HEALTH TOGETHER,342257,350184,1,0,Tufts Health Plan,"",1,,
MA,*110088791B,Tufts Health Plan,Massachusetts,2018,,"","","","",,,,"","",0,TUFTS HEALTH UNIFY,3710,3724,0,0,Tufts Health Plan,"",0,,
MA,*110088791C,Tufts Health Public Plans (Atrius Health),Massachusetts,2018,,Comprehensive MCO,Accountable Care Partnership Plans (Comprehensive MCO),Atrius Health in partnership with Tufts Health Public Plans (THPP),"Attleboro, Beverly, Boston, Brockton, Falmouth, Framingham. Gardner, Fitchburg, Lawrence, Lowell, Lynn, Malden, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn",31788,0,31788,Tufts Health Plan,Tufts Health Public Plans (Atrius Health),1,TUFTS HEALTH TOGETHER WITH ATRIUS HEALTH,43487,43685,1,0,Tufts Health Plan,"",,,
