state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
NC,*6700852,"Life of St. Joseph of the Pines, Inc.",North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),LIFE St. Joseph of the Pines,"Cumberland Country and portions of Harnett, Robeson, Moore and Hoke Counties",18,268,286,"Life St. Joseph of the Pines, Inc.","",0,"LIFE - ST. JOSEPH OF THE PINES, INC.                                              ",347,349,1,0,Trinity Health,"",1,,
NC,*6700853,PACE of the Triad,North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),PACE of the Triad,Guilford and Rockingham Counties,13,222,235,PACE,"",0,PACE OF THE TRIAD,302,299,1,0,"Well-Spring Services, Inc.","",1,,
NC,*6700854,PACE of the Southern Piedmont,North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),PACE of the Southern Piedmont,"Mecklenburg, Cabarrus, and Union Counties and portions of Stanley County",7,179,186,PACE,"",0,"PACE AT HOME, INC                                                                 ",185,185,1,0,PACE at Home,"",1,,
NC,*6700855,Carolina Seniorcare,North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Carolina Seniorcare,"Rowan, Davidson, Davie and Iredell Counties",10,208,218,Carolina Seniorcare,"",0,CAROLINA SENIORCARE,244,243,1,0,United Church Homes and Services,"",1,,
NC,*6700856,PACE of the Southern Piedmont,North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),PACE @Home,"Catawba County and portions of Lincoln, Burke, Caldwell and Alexander Counties",3,162,165,PACE,"",0,PACE OF THE SOUTHERN PIEDMONT,236,234,1,0,PACE at Home,"",1,,
NC,*6700857,Voans Senior Community Care of North Carolina,North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),VOANS Senior CommUnity Care of North Carolina,Durham and Wake Counties and a portion of Granville County,8,204,212,Community Care Health Plan (WI),"",0,VOANS SENIOR COMMUNITY CARE OF NORTH CAR,252,252,1,0,Volunteers of America National Services,"",1,,
NC,*6700858,"Senior Total Life Care, Inc.",North Carolina,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Senior Total Life Care,Gaston County and portions of Cleveland and Lincoln Counties,12,233,245,"Senior Total Life Care, Inc.","",0,"SENIOR TOTAL LIFE CARE, INC                                                       ",290,290,1,0,"Senior Total Life Care, Inc.","",1,,
NC,*6703000,Cardinal Innovations Healthcare Solutions,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Cardinal Innovations Healthcare Solutions,"Alamance, Cabarrus, Caswell, Chatham, Davidson, Davie, Forsyth, Franklin, Granville, Halifax, Mecklenburg, Orange, Rockingham, Person, Rowan, Stanly, Stokes, Union, Vance and Warren Counties",397630,47366,444996,Cardinal Innovations Healthcare Solutions,"",0,CARDINAL INNOVATIONS HEALTHCARE SOL,546951,547236,1,0,Cardinal Innovations Healthcare Solutions,"",1,,
NC,*6703002,Trillium Health Resources,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Trillium Health Resources,"Brunswick, Carteret, Columbus, Nash, New Hanover, Onslow, Pender, Beaufort, Bertie, Camden, Chowan, Craven, Currituck, Dare, Gates, Hertford, Hyde, Jones, Martin, Northampton, Pamlico, Pasquotank, Perquimans, Pitt, Tyrrell, and Washington Counties",186708,29546,216254,Trillium Health Resources,"",0,TRILLIUM HEALTH RESOURCES,266092,266310,1,0,Trillium Health Resources,"",1,,
NC,*6703003,Vaya Health,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),VAYA Health,"Alexander, Alleghany, Ashe, Avery, Buncombe, Caldwell, Cherokee, Clay, Graham, Haywood, Henderson, Jackson, Macon, Madison, McDowell, Mitchell, Polk, Swain, Transylvania, Watauga, Wilkes, and Yancey Counties",124775,21965,146740,VAYA Health,"",0,VAYA HEALTH,193349,193407,1,0,VAYA Health,"",1,,
NC,*6703004,Sandhills Center for MH DD SA,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Sandhills Center for MH DD SA,"Anson, Guilford, Harnett, Hoke, Lee, Montgomery, Moore, Randolph, and Richmond Counties",166646,20170,186816,Sandhills Center for MH DD SA,"",0,SANDHILLS CENTER FOR MH DD SA,227621,227698,1,0,Sandhills Center,"",1,,
NC,*6703007,Partners Behavioral Health Management,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Partners Behavioral Health Management,"Burke, Catawba, Cleveland, Gaston, Iredell, Lincoln, Rutherford, Surry, and Yadkin Counties",139424,19671,159095,Partners Behavioral Health Management,"",0,PARTNERS BEHAVIORAL HEALTH MANAG,194975,195074,1,0,Partners Behavioral Health Management,"",1,,
NC,*6703009,Alliance Behavioral Healthcare,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Alliance Behavioral Healthcare,"Cumberland, Durham, Johnston, and Wake Counties",211715,22128,233843,Alliance Behavioral Healthcare,"",0,ALLIANCE BEHAVIORAL HEALTHCARE,289049,289226,1,0,Alliance Health,"",1,,
NC,*6703010,Eastpointe Human Services,North Carolina,2019,,Behavioral Health Organization (BHO) only (PIHP and/or PAHP),1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Eastpointe Human Services,"Bladen, Duplin, Edgecombe, Greene, Lenoir, Robeson, Sampson, Scotland, Wayne, and Wilson Counties",134469,20476,154945,Eastpointe Human Services,"",0,EASTPOINTE HUMAN SERVICES,186799,186914,1,0,Eastpointe Human Services,"",1,,
NC,*6704000,Medsolutions,North Carolina,2019,,"","","","",,,,"","",0,MEDSOLUTIONS,1743558,1705398,0,0,Medsolutions,"",0,,
NC,*CACCESS-01,North Carolina Community Care,North Carolina,2019,,Primary Care Case Management (PCCM),Community Care of North Carolina (Primary Care Case Management Entity (PCCM Entity)),North Carolina Community Care,Statewide,1444630,146588,1591218,Community Care Health Plan (WI),"",0,CAROLINA ACCESS I,1930047,29966,1,0,Community Care of North Carolina,"",1,,
NC,*CACCESS-02,North Carolina Community Care,North Carolina,2019,,Primary Care Case Management (PCCM),Community Care of North Carolina (Primary Care Case Management Entity (PCCM Entity)),North Carolina Community Care,Statewide,0,0,0,Community Care Health Plan (WI),"",0,CAROLINA ACCESS II,2020439,2054008,1,0,Community Care of North Carolina,"",1,,
ND,*EXPMCO,Sanford Health,North Dakota,2019,,Comprehensive MCO,North Dakota Medicaid Expansion (Comprehensive MCO),ND Medicaid Expansion MCO,Statewide,19692,0,19692,Sanford Health Plan,ND Medicaid Expansion MCO,1,SANFORD HEALTH PLAN (MCO),33272,23844,1,0,Sanford Health,"",1,,
ND,*PACE,Northland Healthcare Alliance PACE,North Dakota,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Northland PACE Senior Care Services,"Ward: 58701, 58702, 58703, 58722, 58785; Burleigh: 58501, 58502, 58503, 58504, 58558; Morton: 58554; Stark: 58601, 58602, 58630, 58652, 58655, 58656",9,171,180,Northland PACE Senior Care Services,"",0,NORTHLAND HEALTHCARE ALLIANCE(PACE),226,226,1,0,Northland Healthcare Alliance,"",1,,
ND,*PCCM,Multiple Primary Care Providers,North Dakota,2019,,Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,45939,0,45939,Multiple Primary Care Providers,"",0,PRIMARY CARE CASE MANAGEMENT,64453,54305,1,0,Multiple Primary Care Providers,"",1,,
ND,*SCHIPDENT,Delta Dental,North Dakota,2019,,"","","","",,,,"","",0,DELTA DENTAL OF MINNESOTA,3735,3745,,0,Delta Dental,"",0,,
ND,*SCHIPMED,Blue Cross Blue Shield of North Dakota,North Dakota,2019,,"","","","",,,,"","",0,BLUE CROSS AND BLUE SHIELD OF NORTH DAKOTA,3735,3735,,1,Blue Cross Blue Shield of North Dakota,"",0,,
ND,*SCHIPVIS,Blue Cross Blue Shield of North Dakota,North Dakota,2019,,"","","","",,,,"","",0,BLUE CROSS AND BLUE  OF NORTH DAKOTA,3735,3734,,1,Blue Cross Blue Shield of North Dakota,"",0,,
NE,*7100,UnitedHealthcare Community Plan of Nebraska,Nebraska,2019,,Comprehensive MCO,Heritage Health (Comprehensive MCO),UnitedHealthcare Community Plan of Nebraska,Statewide,69251,12635,81886,United Healthcare,UnitedHealthcare Community Plan of Nebraska,1,UNITED HEALTHCARE OF MIDLANDS,98637,98839,1,0,United Healthcare,UnitedHealth Group,1,,
NE,*7200,WellCare of Nebraska,Nebraska,2019,,Comprehensive MCO,Heritage Health (Comprehensive MCO),WellCare of Nebraska,Statewide,74743,8281,83024,"WellCare Health Plans, Inc",WellCare of Nebraska,1,"WELLCARE HEALTH PLANS, INC                                                        ",105688,105673,1,0,WellCare,WellCare,1,,
NE,*7300,Nebraska Total Care,Nebraska,2019,,Comprehensive MCO,Heritage Health (Comprehensive MCO),Nebraska Total Care,Statewide,68708,13667,82375,Centene,Nebraska Total Care,1,NEBRASKA TOTAL CARE INC,100603,100952,1,0,Centene,Centene,1,,
NE,*7400,"Managed Care of North America, Inc.",Nebraska,2019,,Dental only (PAHP),Dental Benefit Manager (Dental only (PAHP)),MCNA Nebraska,Statewide,211500,34555,246055,MCNA Insurance Company,"",0,MCNA INSURANCE COMPANY,300522,300497,1,0,"Managed Care of North America, Inc.","",1,,
NE,*9000,Immanuel Pathways,Nebraska,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Immanuel Pathways,"68037, 68048, 68025, 68007, 68010, 68022, 68064, 68102, 68104, 68105, 68106, 68107, 68127, 68110, 68111, 68112, 68114, 68116, 68117, 68118, 68122, 68124, 68127, 68130, 68131, 68132, 68134, 68135, 68137, 68142, 68144, 68152, 68154, 68157, 68164, 68182, 68005, 68028, 68046, 68059, 68069, 68113, 68123, 68128, 68133, 68136, 68138, 68147, 68073, 68002, 68008, 68009, 68023, 68029, 68034, 68044, 68068",17,188,205,Immanuel Pathways,"",0,IMMANUEL PATHWAYS,250,253,1,0,Immanuel,"",1,,
NH,*NH100832,Well Sense Health Plan,New Hampshire,2019,,Comprehensive MCO,New Hampshire Medicaid Care Management (Comprehensive MCO),Well Sense Health Plan,Statewide,84151,8338,92489,Boston Medical Center Health Plan,Well Sense Plan,1,"BOSTON MEDICAL CENTER HEALTH PLAN, INC.                                           ",115822,115829,1,0,"BMC Health System, Inc",Boston Medical Center Health Plan,1,,
NH,*NH100847,New Hampshire Healthy Families,New Hampshire,2019,,Comprehensive MCO,New Hampshire Medicaid Care Management (Comprehensive MCO),New Hampshire Healthy Families,Statewide,72056,8528,80584,Centene,New Hampshire Healthy Families,1,"GRANITE STATE HEALTH PLAN, INC.                                                   ",102302,102333,1,0,Centene,Centene,1,,
NH,*NH107355,Coordinated Transportation Solutions,New Hampshire,2019,,"","","","",,,,"","",0,"COORDINATED TRANSPORTATION SOLUTIONS, INC.                                        ",5803,4945,0,0,Coordinated Transportation Solutions,"",0,,
NH,*NH110835,AmeriHealth Caritas of New Hampshire,New Hampshire,2019,,"","","","",,,,"","",0,"AMERIHEALTH CARITAS NEW HAMPSHIRE, INC.                                           ",15800,15802,1,0,Independence Health Group,"",,,
NJ,*0169129,St. Francis Medical Center,New Jersey,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),LIFE St. Francis,"All of Mercer County and those who reside in Burlington County with one of the following zip codes: 08015, 08016, 08022, 08060, 08068, 08505, 08515, 08518, 08554",40,302,342,"St. Francis Medical Center, Member of Trinity Health","",0,LIFE ST FRANCIS CORP (PACE),424,425,1,0,Trinity Health,"",1,,
NJ,*0180084,Trinity Health LIFE NJ,New Jersey,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Trinity Health LIFE NJ,"Most of Camden county,  some of Burlington county. Zip codes: 08002, 08003, 08004, 08007, 08009, 08012, 08021, 08026, 08029, 08030, 08031, 08033, 08034, 08035, 08043, 08045, 08049, 08052, 08059, 08065, 08076, 08077, 08078, 08081, 08083, 08084, 08091, 08095, 08099, 08101, 08102, 08103, 08104, 08105, 08106, 08107, 08108, 08109, 08110",18,197,215,Virtua Health System,"",0,TRINITY HEALTH LIFE NEW JERSE,259,260,1,0,Trinity Health,"",1,,
NJ,*0194557,Modivcare,New Jersey,2019,,Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),Logisticare,Statewide,1305129,180945,1486074,The Providence Service Corp.,"",0,LOGISTICARE SOLUTIONS LLC,2084999,2057085,1,0,Providence Service Corporation,"",1,,
NJ,*0233722,Lutheran Social Ministries of NJ,New Jersey,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Lutheran Senior Life,"Most of Hudson County, including residents of zip codes: 07002, 07030, 07047, 07086, 07087, 07093, 07094, 07302, 07304, 07305, 07306, 07307, 07310, 07311",10,110,120,Lutheran Social Ministries of NJ,"",0,LUTHERAN SR LIFE @JERSEY CITY,155,156,1,0,Lutheran Social Ministries of New Jersey,"",1,,
NJ,*0255149,"Inspira Health Network LIFE, Inc.",New Jersey,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Inspira LIFE,"Portions of Cumberland, Gloucester and Salem Counties, specifically, residents of zip codes: 08028, 08062, 08071, 08094, 08098, 08302, 08311, 08312, 08314, 08316, 08318, 08321, 08322, 08323, 08324, 08327, 08328, 08329, 08332, 08343, 08344, 08345, 08348, 08349, 08352, 08353, 08360, 08361, 08362",23,245,268,Inspira Health Network LIFE Inc.,"",0,INSPIRA HEALTH NETWORK LIFE,323,323,1,0,"Inspira Health Network, Inc.","",1,,
NJ,*0336971,WellCare of New Jersey,New Jersey,2019,,Comprehensive MCO + MLTSS,FIDE SNP (Comprehensive MCO + MLTSS),Wellcare Liberty (HMO SNP),"Atlantic, Bergen, Camden, Essex, Hudson, Mercer, Middlesex, Morris, Passaic, Somerset, Union Counties",0,3836,3836,"WellCare Health Plans, Inc.",WellCare of New Jersey,1,WELLCARE HLTH PLANS OF NJINC,106384,108515,1,0,WellCare,WellCare,1,,
NJ,*0336971,WellCare of New Jersey,New Jersey,2019,,Comprehensive MCO + MLTSS,NJFamilyCare (Comprehensive MCO + MLTSS),WellCare of New Jersey,All counties except Hunterdon,53389,13911,67300,WellCare Health Plans Inc.,WellCare of New Jersey,1,WELLCARE HLTH PLANS OF NJINC,2084999,2057085,1,0,WellCare,WellCare,1,,
NJ,*0398799,Aetna Better Health NJ,New Jersey,2019,,Comprehensive MCO + MLTSS,NJFamilyCare (Comprehensive MCO + MLTSS),Aetna Better Health NJ,Statewide,52266,6807,59073,CVS Health,Aetna Better Health NJ,1,AETNA BETTER HEALTH OF NJ,101258,103540,1,0,CVS Health Corporation,Aetna/CVS,1,,
NJ,*0472034,Beacon of LIFE,New Jersey,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Beacon of LIFE,Monmouth County,10,105,115,AcuteCare Health System,"",0,BEACON HLTH AND SOCIAL SVCS,170,170,1,0,BoldAge,"",1,,
NJ,*0565458,AtlantiCare,New Jersey,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Atlanticare LIFE,Atlantic and Cape May Counties,17,75,92,"AtlantiCare, a member of Geisinger Commonwealth School of Medicine","",0,ATLANTICARE LIFE CONNECTION P,115,115,1,0,Geisinger Health,"",1,,
NJ,*5451302,Horizon NJ Health,New Jersey,2019,,Comprehensive MCO + MLTSS,NJFamilyCare (Comprehensive MCO + MLTSS),Horizon NJ Health,Statewide,710660,66576,777236,Horizon Blue Cross Blue Shield of New Jersey,Horizon NJ Health,1,HORIZON NJ HEALTH,1060885,1086600,1,0,Horizon,"",1,,
NJ,*5451302,Horizon NJ Health,New Jersey,2019,,Comprehensive MCO + MLTSS,FIDE SNP (Comprehensive MCO + MLTSS),Horizon NJ TotalCare (HMO SNP),Statewide,0,11241,11241,"Horizon Healthcare of New Jersey, Inc.",Horizon NJ Health,1,HORIZON NJ HEALTH,1060885,1086600,1,0,Horizon,"",1,,
NJ,*6231004,UnitedHealthcare Community Plan,New Jersey,2019,,Comprehensive MCO + MLTSS,NJFamilyCare (Comprehensive MCO + MLTSS),UnitedHealthcare Community Plan,Statewide,349626,32036,381662,UnitedHealthcare,UnitedHealthcare Community Plan,1,UNITEDHEALTHCARE,570175,583856,1,0,United Healthcare,UnitedHealth Group,1,,
NJ,*6231004,UnitedHealthcare Community Plan,New Jersey,2019,,Comprehensive MCO + MLTSS,FIDE SNP (Comprehensive MCO + MLTSS),UnitedHealthcare Dual Complete ONE (HMO SNP),"Atlantic, Bergen, Burlington, Camden, Cumberland, Essex, Gloucester, Hudson, Hunterdon, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Salem, Somerset, Sussex, Union Counties",0,22993,22993,UnitedHealthcare Community Plan,UnitedHealthcare Community Plan,1,UNITEDHEALTHCARE,570175,583856,1,0,United Healthcare,UnitedHealth Group,1,,
NJ,*6700403,Amerigroup New Jersey Inc,New Jersey,2019,,Comprehensive MCO + MLTSS,NJFamilyCare (Comprehensive MCO + MLTSS),Amerigroup New Jersey Inc,Statewide,150280,15555,165835,Anthem,Amerigroup New Jersey Inc,1,AMERIGROUP NEW JERSEY INC.,253926,259902,1,0,Anthem,Anthem,1,,
NJ,*6700403,Amerigroup New Jersey Inc,New Jersey,2019,,Comprehensive MCO + MLTSS,FIDE SNP (Comprehensive MCO + MLTSS),Amerivantage Dual Coordination (HMO SNP),"Bergen, Burlington, Camden, Hudson, Middlesex, Monmouth, Ocean, Passaic, Somerset, Union Counties",0,9011,9011,"Amerigroup New Jersey, Inc (Anthem)",Amerivantage Dual Coordination,1,AMERIGROUP NEW JERSEY INC.,253926,259902,1,0,Anthem,Anthem,1,,
NM,"",InnovAge New Mexico PACE dba Total Community Care,New Mexico,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Innovage New Mexico PACE dba Total Community Care,"Bernalillo County, Sandoval County, Valencia County",62,732,794,Innovage New Mexico PACE dba Total Community Care,"",0,"",,,0,0,InnovAge,"",0,,
NM,*000M18140006,Presbyterian Health Plan,New Mexico,2019,,Comprehensive MCO + MLTSS,Centennial Care (Comprehensive MCO + MLTSS),Presbyterian Health Plan,Statewide,348401,25828,374229,Presbyterian Health Plan,Presbyterian Health Plan,1,PRESBYTERIAN HEALTH PLAN,439440,439524,1,0,Presbyterian Healthcare Services,"",1,,
NM,*300397200001,"Western Sky Community Care, Inc.",New Mexico,2019,,Comprehensive MCO + MLTSS,Centennial Care (Comprehensive MCO + MLTSS),"Western Sky Community Care, Inc.",Statewide,57212,2611,59823,Centene Corporation,"Western Sky Community Care, Inc.",1,WESTERN SKY COMMUNITY CARE,82169,82176,1,0,Centene,Centene,,,
NM,*421015220004,Blue Cross Blue Shield of NM,New Mexico,2019,,Comprehensive MCO + MLTSS,Centennial Care (Comprehensive MCO + MLTSS),Blue Cross Blue Shield of NM,Statewide,221204,12385,233589,Health Care Service Corporation,Blue Cross Blue Shield of NM,1,BLUE CROSS BLUE SHIELD OF NM,282013,282011,1,1,Health Care Service Corporation,Health Care Service Corporation,1,,
NV,*100501989,Health Plan of Nevada,Nevada,2019,,Comprehensive MCO,Mandatory Health Maintenance Program (MCO) (Comprehensive MCO),Health Plan of Nevada (HPN),"88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",0,0,0,UnitedHealthcare,Health Plan of Nevada (HPN),1,"HEALTH PLAN OF NEVADA, INC                                                        ",40115,40200,1,0,United Healthcare,UnitedHealth Group,1,,
NV,*100515749,Anthem Blue Cross Blue Shield of Nevada,Nevada,2019,,Comprehensive MCO,Mandatory Health Maintenance Program (MCO) (Comprehensive MCO),Anthem Blue Cross Blue Shield of Nevada (ANT),"88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",196888,0,196888,Anthem Blue Cross Blue Shield,Anthem Blue Cross Blue Shield of Nevada,1,ANTHEM BLUE CROSS AND BLUE SHIELD,227320,227598,1,1,Anthem,Anthem,1,,
NV,*100515750,Anthem Blue Cross Blue Shield of Nevada,Nevada,2019,,Comprehensive MCO,Mandatory Health Maintenance Program (MCO) (Comprehensive MCO),Anthem Blue Cross Blue Shield of Nevada (ANT),"88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",0,0,0,Anthem Blue Cross Blue Shield,Anthem Blue Cross Blue Shield of Nevada,1,ANTHEM BLUE CROSS AND BLUE SHIELD,34137,34248,1,1,Anthem,Anthem,1,,
NV,*100544867,Medical Transportation Management (MTM),Nevada,2019,,Non-Emergency Medical Transportation,Non-Emergency Transportation (NET) (Non-Emergency Medical Transportation),Medical Transportation Management (MTM),Statewide,575184,0,575184,MTM Inc,"",0,MEDICAL TRANSPORTATION MANAGEMENT INC,760991,762919,1,0,Medical Transportation Management,"",1,,
NV,*100550537,SilverSummit Health Plan,Nevada,2019,,Comprehensive MCO,Mandatory Health Maintenance Program (MCO) (Comprehensive MCO),Silver Summit Health Plan (SSH),"88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",53154,0,53154,Centene Corporation,Silver Summit Health,1,SILVERSUMMIT HEALTHPLAN INC,70926,71038,1,0,Centene,Centene,1,,
