"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","taf_enrollment","taf_enrollment_in_claims","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","118501","75556",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","49096","31271",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","76984","48797",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","90079","53361",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","47245","28061",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","99222","65935",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","94242","60003",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Regions 3, 4, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Centene","Sunshine State Health Plan, Inc. (Foster Care)","44524","26667",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida, Inc.","Regions 3, 4, 7, and 11",255868,15018,270886,"United Healthcare","United Healthcare of Florida","82003","53834",1,0,"United Healthcare","United Healthcare of Florida, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida, Inc.","Regions 3, 4, 7, and 11",0,0,0,"United Healthcare","United Healthcare of Florida","114106","74498",1,0,"United Healthcare","United Healthcare of Florida, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida, Inc.","Regions 3, 4, 7, and 11",0,0,0,"United Healthcare","United Healthcare of Florida","84808","53005",1,0,"United Healthcare","United Healthcare of Florida, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida, Inc.","Regions 3, 4, 7, and 11",0,0,0,"United Healthcare","United Healthcare of Florida","105180","74095",1,0,"United Healthcare","United Healthcare of Florida, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",32186,0,32186,"Centene","Sunshine State Health Plan, Inc.","1671","1001",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","2063","1135",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","6071","4372",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","6852","4877",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","3939","2695",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","8543","5982",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","5763","4024",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","3613","2399",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","4101","2923",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","4424","3128",1,0,"Centene","Sunshine State Health Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.","Statewide",0,0,0,"Centene","Sunshine State Health Plan, Inc.","4161","4229",1,0,"Centene","Sunshine State Health Plan"
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",6402,2976,9378,"Anthem, Inc.","Simply DBA Clear Health Alliance","304","315",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","427","441",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","839","659",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","1053","834",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","1419","1172",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","1575","1298",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","633","496",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","1797","1501",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","1445","1205",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Regions 1, 2, 3, 5, 6, 7, 8, 9, 10, and 11",0,0,0,"Anthem, Inc.","Simply DBA Clear Health Alliance","3151","2839",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",310695,13626,324321,"Prestige Health Choice","Prestige Health Choice","72972","49629",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83386","57723",0,0,"True Health","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",0,0,0,"Prestige Health Choice","Prestige Health Choice","36655","21634",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",0,0,0,"Prestige Health Choice","Prestige Health Choice","48964","28805",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",0,0,0,"Prestige Health Choice","Prestige Health Choice","59892","33926",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",0,0,0,"Prestige Health Choice","Prestige Health Choice","70192","44738",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",0,0,0,"Prestige Health Choice","Prestige Health Choice","69069","45439",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",0,0,0,"Prestige Health Choice","Prestige Health Choice","28453","15298",1,0,"Independence Health Group","Prestige Health Choice"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",640745,20251,660996,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","72912","48838",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","115346","80858",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","91519","59511",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","68728","46345",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","153765","107509",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","183778","127221",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","110792","76872",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",0,0,0,"Wellcare Health Plan of Florida","Staywell Health Plan of Florida","81200","54821",1,0,"WellCare","Staywell"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",57008,8321,65329,"Magellan","Magellan Complete Care, LLC.","6244","4570",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","16725","12458",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","12132","9188",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","19188","13907",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","18762","13082",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","11505","8528",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","10853","7656",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC.","Regions 2, 4, 5, 6, 7, 9, 10, and 11",0,0,0,"Magellan","Magellan Complete Care, LLC.","22076","15861",1,0,"Magellan","Magellan Complete Care, LLC"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Amerigroup Florida, Inc.","Regions 5, 6, 7, and 11",321122,9570,330692,"Anthem, Inc.","Amerigroup Florida, Inc.","92656","66045",1,0,"Anthem","Simply Healthcare Plans, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Amerigroup Florida, Inc.","Regions 5, 6, 7, and 11",0,0,0,"Anthem, Inc.","Amerigroup Florida, Inc.","159814","117476",1,0,"Anthem","Simply Healthcare Plans, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Amerigroup Florida, Inc.","Regions 5, 6, 7, and 11",0,0,0,"Anthem, Inc.","Amerigroup Florida, Inc.","110872","75083",1,0,"Anthem","Simply Healthcare Plans, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Amerigroup Florida, Inc.","Regions 5, 6, 7, and 11",0,0,0,"Anthem, Inc.","Amerigroup Florida, Inc.","75724","54482",1,0,"Anthem","Simply Healthcare Plans, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Better Health, Inc.","Regions 6 and 10",97563,3181,100744,"Anthem, Inc.","Better Health","36188","20706",1,0,"Anthem","Better Health, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Better Health, Inc.","Regions 6 and 10",0,0,0,"Anthem, Inc.","Better Health","100271","63906",1,0,"Anthem","Better Health, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",307015,17228,324243,"Humana Medical Plan","Humana Medical Plan","75095","49635",1,0,"Humana","Humana Medical Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",0,0,0,"Humana Medical Plan","Humana Medical Plan","58821","36923",1,0,"Humana","Humana Medical Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",0,0,0,"Humana Medical Plan","Humana Medical Plan","97077","64126",1,0,"Humana","Humana Medical Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",0,0,0,"Humana Medical Plan","Humana Medical Plan","100757","65422",1,0,"Humana","Humana Medical Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",0,0,0,"Humana Medical Plan","Humana Medical Plan","110424","78543",1,0,"Humana","Humana Medical Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Coventry Healthcare of FL, Inc.","Region 11",54967,2221,57188,"Aetna","Coventry Healthcare of FL","77247","56901",1,0,"Aetna","Aetna Better Health"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",0,0,0,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","67153","45530",1,0,"Molina","Molina Healthcare of Florida"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",0,0,0,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","96245","64264",1,0,"Molina","Molina Healthcare of Florida"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",334585,11611,346196,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","39260","23032",1,0,"Molina","Molina Healthcare of Florida"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",0,0,0,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","42018","23061",1,0,"Molina","Molina Healthcare of Florida"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",0,0,0,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","56894","36908",1,0,"Molina","Molina Healthcare of Florida"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",0,0,0,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","100248","70512",1,0,"Molina","Molina Healthcare of Florida"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",0,0,0,"Molina Healthcare of Florida, Inc.","Molina Healthcare of Florida","78007","57344",1,0,"Molina","Molina Healthcare of Florida"
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Community Care Plan","Region 10",43184,1582,44766,"South Florida Community Care Network","South Florida Community Care Network (SFCCN)","61985","35979",1,0,"Independent Living Systems, LLC","Community Care Plan"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Region 11",72942,8342,81284,"Anthem, Inc.","Simply Healthcare Plans, Inc.","103882","85367",1,0,"Anthem","Clear Health Alliance"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Positive Healthcare, Inc.","Regions 10 and 11",1133,873,2006,"AIDS Healthcare Foundation","AHF / Positive Healthcare","1097","1136",1,0,"AIDS Healthcare Foundation","Positive Healthcare, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Positive Healthcare, Inc.","Regions 10 and 11",0,0,0,"AIDS Healthcare Foundation","AHF / Positive Healthcare","1604","1293",1,0,"AIDS Healthcare Foundation","Positive Healthcare, Inc."
"Florida","FL",2017,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"345801","4524",0,0,"Healthy Start","The Florida Association of Healthy Start Coalitions"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",50549,136,50685,"Children's Medical Services Network","Children's Medical Services Network","1635","1229",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","4554","3142",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","6139","4606",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","5331","3811",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","4606","3345",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","8656","6585",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","9032","6807",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","3990","3170",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","5751","4294",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","7611","5687",1,0,"Florida Department of Health","Children's Medical Services Network"
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Children's Medical Services Network","Children's Medical Services Network","9246","7585",1,0,"Florida Department of Health","Children's Medical Services Network"
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Freedom Health, Inc.","Regions 3, 5, 6, 7, 8, 9, 10, and 11",33,84,117,"Freedom Health, Inc.","Freedom Health, Inc.","Less than 100","Less than 100",1,0,"Anthem","Freedom Health, Inc."
"Florida","FL",2017,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Freedom Health, Inc.","Regions 3, 5, 6, 7, 8, 9, 10, and 12",0,0,0,"Freedom Health, Inc.","Freedom Health, Inc.","Less than 100","Less than 100",1,0,"Anthem","Freedom Health, Inc."
