state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
FL,*103360000,Aetna Better Health,Florida,2021,"","","","","",0,0,0,"","",0,AETNA HEALTH INC,29901,30239,,0,CVS Health Corporation,"",0,,
FL,*103533200,"United Healthcare of Florida, Inc.",Florida,2021,"","","","","",0,0,0,"","",0,"PREFERRED CARE PARTNERS, INC",20480,20874,,0,United Healthcare,"",0,,
FL,*103542000,"United Healthcare of Florida, Inc.",Florida,2021,"","","","","",0,0,0,"","",0,PREFERRED CARE NETWORK INC.,14208,14433,,0,United Healthcare,"",0,,
FL,*104019004,PACE Partners of Northeast Florida,Florida,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All- Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE)),NE PACE Partners,Duval and Clay counties,0,0,0,"Community Hospice of Northeast Florida, Inc.","",0,"PACE PARTNERS OF NORTHEAST FLORIDA, INC.",89,93,,0,"Community Hospice of Northeast Florida, Inc.","",1,,
FL,*104161800,Humana Medical Plan,Florida,2021,"","","","","",0,0,0,"","",0,HUMANA HEALTH INSURANCE COMPANY OF FLORIDA INC,997,986,,0,Humana,"",0,,
FL,*104246600,Solis Health Plans,Florida,2021,"","","","","",0,0,0,"","",0,"SOLIS HEALTH PLANS, INC",2009,2058,,0,"Athena Healthcare Holdings, LLC","",0,,
FL,*104906100,"United Healthcare of Florida, Inc.",Florida,2021,"","","","","",0,0,0,"","",0,UNITED HEALTHCARE DUAL COMPLETE LP,27854,28225,,0,United Healthcare,"",0,,
FL,*107858900,"Devoted Health, Inc.",Florida,2021,"","","","","",0,0,0,"","",0,"DEVOTED HEALTH PLAN OF FLORIDA, INC.",7417,7422,,0,"Devoted Health, Inc.","",,,
FL,*108031100,"HealthSun Health Plans, Inc.",Florida,2021,"","","","","",0,0,0,"","",0,"HEALTHSUN HEALTH PLANS, INC.",11272,11288,,0,Anthem,"",,,
FL,*108773501,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",6607,6668,,0,Centene,Centene,,,
FL,*108773502,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",8949,9016,,0,Centene,Centene,,,
FL,*108773503,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",23042,23243,,0,Centene,Centene,,,
FL,*108773504,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",9780,9895,,0,Centene,Centene,,,
FL,*108773505,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",6874,6946,,0,Centene,Centene,,,
FL,*108773506,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",25822,26130,,0,Centene,Centene,,,
FL,*108773507,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",13139,13269,,0,Centene,Centene,,,
FL,*108773508,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",13598,13749,,0,Centene,Centene,,,
FL,*108773509,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",12351,12486,,0,Centene,Centene,,,
FL,*108773510,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",10911,11070,,0,Centene,Centene,,,
FL,*108773511,Sunshine State Health Plan,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Sunshine Sate Health Plan, Inc.",Statewide,0,0,0,Centene Corporation,Sunshine State Health Plan,1,"SUNSHINE STATE HEALTH PLAN, INC.",18456,19180,,0,Centene,Centene,,,
FL,*109564604,Molina Healthcare of Florida,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Molina Healthcare of Florida,Regions 8 and 11,0,0,0,"Molina Healthcare, Inc.",Molina Healthcare of Florida,1,"MOLINA HEALTHCARE OF FLORIDA, INC.",10400,10558,,0,Molina,Molina,,,
FL,*109564605,Molina Healthcare of Florida,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Molina Healthcare of Florida,Regions 8 and 11,0,0,0,"Molina Healthcare, Inc.",Molina Healthcare of Florida,1,"MOLINA HEALTHCARE OF FLORIDA, INC.",6176,6296,,0,Molina,Molina,,,
FL,*109564607,Molina Healthcare of Florida,Florida,2021,"",Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Molina Healthcare of Florida,Regions 8 and 11,0,0,0,"Molina Healthcare, Inc.",Molina Healthcare of Florida,1,"MOLINA HEALTHCARE OF FLORIDA, INC.",11800,11997,,0,Molina,Molina,,,
GA,"",Amerigroup Community Care,Georgia,2021,"",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),Amerigroup Community Care,Statewide,0,0,0,Anthem,"",0,"",,,,0,Anthem,"",0,,
GA,"",CareSource Georgia,Georgia,2021,"",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),CareSource Georgia,Statewide,0,0,0,CareSource,"",0,"",,,,0,CareSource,"",0,,
GA,"",Peach State Health Plan,Georgia,2021,"",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),Peach State Health Plan,Statewide,0,0,0,Centene,"",0,"",,,,0,Centene,"",0,,
GA,*003121981A,Modivcare,Georgia,2021,"",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT,"Central, East, and Southwest regions",0,0,0,ModivCare (formerly LogistiCare),"",0,MODIVCARE SOULTIONS LLC,336523,337001,,0,Modivcare,"",1,,2021-01-07
GA,*003121981B,Modivcare,Georgia,2021,"",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT,"Central, East, and Southwest regions",0,0,0,ModivCare (formerly LogistiCare),"",0,MODIVCARE SOULTIONS LLC,434309,435365,,0,Modivcare,"",1,,2021-01-07
GA,*003123028A,Southeastrans,Georgia,2021,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and dually eligible individuals.",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT,Atlanta and North regions,0,0,0,Southeastrans,"",0,"SOUTHEASTRANS, INC.",544469,545932,,0,Southeastrans,"",1,,
GA,*003123031A,Southeastrans,Georgia,2021,"",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT,Atlanta and North regions,0,0,0,Southeastrans,"",0,"SOUTHEASTRANS, INC.",526241,527339,,0,Southeastrans,"",1,,
GA,*060442313A,Amerigroup Community Care,Georgia,2021,"",Comprehensive MCO,Georgia Families (Comprehensive MCO),Amerigroup Community Care,Statewide,0,0,0,Anthem,Amerigroup Community Care,1,AMGP GEORGIA MANAGED CARE CO INC.,578935,579418,,0,Anthem,Anthem,1,,
GA,*060442313B,Amerigroup Community Care,Georgia,2021,"",Comprehensive MCO,Georgia Families 360 (Comprehensive MCO),Amerigroup Community Care,Statewide,0,0,0,Anthem,Amerigroup Community Care,1,AMGP GEORGIA MANAGED CARE CO INC.,36272,36196,,0,Anthem,Anthem,1,,
GA,*090828618A,WellCare,Georgia,2021,"","","","","",0,0,0,"","",0,"WELLCARE OF GEORGIA, INC",531444,535037,,0,Centene,"",1,,
GA,*400750091A,CareSource Georgia,Georgia,2021,"",Comprehensive MCO,Georgia Families (Comprehensive MCO),CareSource Georgia,Statewide,0,0,0,CareSource,CareSource Georgia,1,CARESOURCE GEORGIA CO.,445465,445532,,0,CareSource,CareSource,1,,
GA,*732260632I,Modivcare,Georgia,2021,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and dually eligible individuals.",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),NEMT,"Central, East, and Southwest regions",0,0,0,ModivCare (formerly LogistiCare),"",0,LOGISTICARE - CENTRAL,386984,387460,,0,Modivcare,"",1,,2021-01-07
GA,*956691585A,Peach State Health Plan,Georgia,2021,"",Comprehensive MCO,Georgia Families (Comprehensive MCO),Peach State Health Plan,Statewide,0,0,0,Centene,Peach State Health Plan,1,"PEACH STATE HEALTH PLAN, INC.",1052018,1052408,,0,Centene,Centene,1,,
HI,*ALOHAC,AlohaCare Integration,Hawaii,2021,"Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental service arrangement under the Quest program. The deduplicated comprehensive MCO enrollment is 420,033.",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),AlohaCare Integration (QI),Statewide,0,0,0,AlohaCare,AlohaCare Integration,1,ALOHACARE - MEDICAL,77757,77459,,0,AlohaCare,"",1,,
HI,*HMSAAA,Hawaii Medical Service Association (HMSA),Hawaii,2021,"Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental service arrangement under the Quest program. The deduplicated comprehensive MCO enrollment is 420,033.",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),Hawaii Medical Service Association (HMSA) (QI),Statewide,0,0,0,An Independent Licensee of the Blue Cross and Blue Shield Association,Hawaii Medical Service Association (HMSA),1,HMSA - MEDICAL,204642,204294,,0,Hawaii Medical Service Association,"",1,,
HI,*KAISER,Kaiser Permanente,Hawaii,2021,"Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental service arrangement under the Quest program. The deduplicated comprehensive MCO enrollment is 420,033.",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),Kaiser Foundation Health Plan (QI),Islands of Oahu and Maui,0,0,0,Based on a relationship between the Kaiser Foundation Health Plan and the Hawaii Permanente Medical Group of physicians and specialists,Kaiser Permanente,1,KAISER PERMANENTE QUEST,49474,49181,,0,Kaiser Permanente,Kaiser Permanente,1,,
HI,*OHANAA,Ohana Health Plan,Hawaii,2021,"Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental service arrangement under the Quest program. The deduplicated comprehensive MCO enrollment is 420,033.",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),'Ohana Health Plan (QI),Statewide,0,0,0,Centene Corporation,Ohana Health Plan,1,'OHANA HEALTH PLAN,28951,28646,,0,Centene,Centene,1,,
HI,*OHANBH,Ohana Health Plan,Hawaii,2021,"","","","","",0,0,0,"","",0,'OHANA HEALTH PLAN,5745,5804,,0,Centene,"",1,,
HI,*UNITED,UnitedHealthcare Community Plan,Hawaii,2021,"Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental service arrangement under the Quest program. The deduplicated comprehensive MCO enrollment is 420,033.",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),UnitedHealthcare Community Plan (QI),Statewide,0,0,0,UnitedHealthcare Insurance Company,UnitedHealthcare Community Plan,1,UNITED HEALTH CARE COMM,43778,43580,,0,United Healthcare,UnitedHealth Group,1,,
HI,*XALOHA,AlohaCare Integration,Hawaii,2021,"",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),AlohaCare Integration (QI),Statewide,0,0,0,AlohaCare,AlohaCare Integration,1,ALOHACARE,8846,8949,,0,AlohaCare,"",1,,
HI,*XHMSAA,Hawaii Medical Service Association (HMSA),Hawaii,2021,"",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),Hawaii Medical Service Association (HMSA) (QI),Statewide,0,0,0,An Independent Licensee of the Blue Cross and Blue Shield Association,Hawaii Medical Service Association (HMSA),1,HMSA,16299,16415,,0,Hawaii Medical Service Association,"",1,,
HI,*XKAISR,Kaiser Permanente,Hawaii,2021,"",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),Kaiser Foundation Health Plan (QI),Islands of Oahu and Maui,0,0,0,Based on a relationship between the Kaiser Foundation Health Plan and the Hawaii Permanente Medical Group of physicians and specialists,Kaiser Permanente,1,KAISER PERMANENTE,4016,4081,,0,Kaiser Permanente,Kaiser Permanente,1,,
HI,*XOHANA,Ohana Health Plan,Hawaii,2021,"",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),'Ohana Health Plan (QI),Statewide,0,0,0,Centene Corporation,Ohana Health Plan,1,'OHANA HEALTH PLAN,15352,15530,,0,Centene,Centene,1,,
HI,*XUNITD,UnitedHealthcare Community Plan,Hawaii,2021,"",Comprehensive MCO + MLTSS,Med-QUEST (Comprehensive MCO + MLTSS),UnitedHealthcare Community Plan (QI),Statewide,0,0,0,UnitedHealthcare Insurance Company,UnitedHealthcare Community Plan,1,UNITED HEALTH CARE COMM,22594,22813,,0,United Healthcare,UnitedHealth Group,1,,
IA,*0103793,Access2Care,Iowa,2021,"","","","","",0,0,0,"","",0,TMS MANAGEMENT,22156,17948,,0,Global Medical Response,"",1,,
IA,*0115936,"Amerigroup of Iowa, Inc.",Iowa,2021,"",Comprehensive MCO + MLTSS,Iowa Health Link (Comprehensive MCO + MLTSS),"Amerigroup of Iowa, Inc.",Statewide,0,0,0,Elevance Health,"Amerigroup of Iowa, Inc.",1,AMERIGROUP IOWA,478811,479247,,0,Anthem,Anthem,1,,
IA,*0115937,United Healthcare,Iowa,2021,"","","","","",0,0,0,"","",0,UNITED HEALTHCARE PLAN,1,,,0,United Healthcare,"",0,,
IA,*0209847,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,SIOUXLAND COMMUNITY HEALTH CENTER,66,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0218327,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,YOUTH & SHELTER SERVICES INC,14,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0230070,Iowa Total Care,Iowa,2021,"",Comprehensive MCO + MLTSS,Iowa Health Link (Comprehensive MCO + MLTSS),Iowa Total Care,Statewide,0,0,0,Centene Corporation,Iowa Total Care,1,IOWA TOTAL CARE INC,356227,356840,,0,Centene,Centene,1,,
IA,*0701947,Siouxland PACE,Iowa,2021,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Boone, Cherokee, Dallas, Harrison, Jasper, Madison, Marion, Marshall, Mills, Monona, Plymouth, Polk, Pottawattamie, Story, Warren, and Woodbury counties",0,0,0,PACE,"",0,"SIOUXLAND PACE, INC",245,246,,0,Siouxland PACE,"",1,,
IA,*0703536,Immanuel Pathways,Iowa,2021,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Boone, Cherokee, Dallas, Harrison, Jasper, Madison, Marion, Marshall, Mills, Monona, Plymouth, Polk, Pottawattamie, Story, Warren, and Woodbury counties",0,0,0,PACE,"",0,IMMANUEL PATHWAYS,211,448,,0,Immanuel,"",1,,
IA,*0705671,Delta Dental of Iowa,Iowa,2021,"",Dental only (PAHP),Dental Wellness Plan (Dental only (PAHP)),Delta Dental of Iowa,Statewide,0,0,0,Delta Dental of Iowa,"",0,DELTA DENTAL OF IOWA,551620,551919,,0,Delta Dental,"",1,,
IA,*0706542,Immanuel Pathways,Iowa,2021,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Boone, Cherokee, Dallas, Harrison, Jasper, Madison, Marion, Marshall, Mills, Monona, Plymouth, Polk, Pottawattamie, Story, Warren, and Woodbury counties",0,0,0,PACE,"",0,IMMANUEL PATHWAYS,236,,,0,Immanuel,"",1,,
IA,*0707407,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,ABBE CENTER FOR COMM MENTAL HEALTH,8,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707415,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,SIOUXLAND MENTAL HLTH CTR,46,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707417,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,HEARTLAND FAMILY SERVICE,4,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707421,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,ORCHARD PLACE CHILD GUIDANCE CENTER,14,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707424,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,ROBERT YOUNG CENTER,17,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707425,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,CHILDRENS SQUARE USA,8,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707426,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,BRIDGEVIEW COMMUNITY HEALTH,1,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707427,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,BERRYHILL CENTER IHH,9,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707428,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,YOUNG HOUSE FAMILY SERVICES,4,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707429,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,BLACK HAWK-GRUNDY MHI CTR,12,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707432,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,BROADLAWNS MEDICAL CENTER,9,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707433,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,PLAINS AREA MENTAL HEALTH,35,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707434,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,CENTER ASSOCIATES,5,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707435,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,HILLCREST FAMILY SERVICES,4,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707436,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,SOUTHWEST IOWA MENTAL HEALTH CENTER,3,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707438,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,CAPSTONE BEHAVIORAL HEALTH,2,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707440,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,UIHC CHSC,4,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707441,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,COMMUNITY SUPPORT ADVOCATES,16,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707442,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,COUNSELING ASSOCIATES,4,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707443,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,EYERLY BALL,25,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707444,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,FAMILIES FIRST COUNSELING,3,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707445,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,FAMILY RESOURCES,13,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707446,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,FOUR OAKS FAMILY & CHILDREN SERVICE,23,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707450,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,NORTHEAST IOWA MENTAL HEALTH CENTER,1,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707451,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,PATHWAYS BEHAVIOR HEALTH SERVICES,2,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707453,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,SOUTHERN IOWA MENTAL HEALTH CENTER,5,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707454,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,TANAGER  PLACE,21,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707456,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,VERA FRENCH COMMUNITY,6,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707457,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,YOUTH EMERG SVCS & SHELTER OF IOWA,24,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0707494,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,CROSSROAD BEHAVIOR HEALTH,2,,,0,Multiple Health & Medical Homes,"",0,,
IA,*0708565,"Managed Care of North America, Inc.",Iowa,2021,"",Dental only (PAHP),Dental Wellness Plan (Dental only (PAHP)),"MCNA Dental Plans, Inc.",Statewide,0,0,0,"Managed Care of North America, Inc.","",0,MCNA DENTAL,314991,315179,,0,United Healthcare,"",1,,
IA,*0709940,Multiple Health & Medical Homes,Iowa,2021,"","","","","",0,0,0,"","",0,PRAIRIE RIDGE,2,,,0,Multiple Health & Medical Homes,"",0,,
IA,*1701947,Siouxland PACE,Iowa,2021,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Boone, Cherokee, Dallas, Harrison, Jasper, Madison, Marion, Marshall, Mills, Monona, Plymouth, Polk, Pottawattamie, Story, Warren, and Woodbury counties",0,0,0,PACE,"",0,"SIOUXLAND PACE, INC",2,,,0,Siouxland PACE,"",1,,
ID,*A0000002,"Managed Care of North America, Inc.",Idaho,2021,"",Dental only (PAHP),Idaho Smiles (Dental only (PAHP)),"MCNA (Managed Care of North America, Inc.)",Statewide,0,0,0,"MCNA (Managed Care of North America, Inc.)","",0,MCNA INSURANCE CO.,451415,441991,,0,United Healthcare,"",1,,
ID,*A0000005,Molina of Idaho,Idaho,2021,"",Comprehensive MCO + MLTSS,Idaho Medicaid Plus (Comprehensive MCO + MLTSS),Molina of Idaho,"Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, and Twin Falls counties",0,0,0,Molina of Idaho,"",0,MOLINA HEALTHCARE OF IDAHO,12772,11972,,0,Molina,"",1,,
ID,*A0000005,Molina of Idaho,Idaho,2021,"",Comprehensive MCO + MLTSS,Medicare/Medicaid Coordinated Plan (Comprehensive MCO + MLTSS),Molina of Idaho,"Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, and Twin Falls counties",0,0,0,Molina of Idaho,"",0,MOLINA HEALTHCARE OF IDAHO,12772,11972,,0,Molina,"",1,,
ID,*A0000017,MTM (Medical Transportation Management),Idaho,2021,"",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),MTM (Medical Transportation Management),Statewide,0,0,0,MTM (Medical Transportation Management),"",0,"MEDICAL TRANSPORTATION MANAGEMENT, INC.",451421,441888,,0,Medical Transportation Management,"",1,,
ID,*A0001640,United Healthcare/Optum Idaho,Idaho,2021,"",Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Idaho Behavioral Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),United Healthcare/Optum Idaho,Statewide,0,0,0,United Healthcare/Optum Idaho,"",0,UNITED BEHAVIORAL HEALTH,439467,419420,,0,United Healthcare,"",1,,
ID,*A0002709,Blue Cross of Idaho,Idaho,2021,"",Comprehensive MCO + MLTSS,Idaho Medicaid Plus (Comprehensive MCO + MLTSS),Blue Cross of Idaho,"Ada, Bannock, Bingham, Boise, Bonner, Bonneville, Boundary, Canyon, Cassia, Clark, Elmore, Fremont, Gem, Jefferson, Kootenai, Madison, Minidoka, Nez Perce, Owyhee, Payette, Power, and Twin Falls counties",0,0,0,Blue Cross of Idaho,"",0,BLUE CROSS OF IDAHO HEALTHSERVICE INC,16416,16125,,1,"Blue Cross of Idaho Health Services, Inc.","",1,,
ID,*A0002709,Blue Cross of Idaho,Idaho,2021,"",Comprehensive MCO + MLTSS,Medicare/Medicaid Coordinated Plan (Comprehensive MCO + MLTSS),Blue Cross of Idaho,"Ada, Bannock, Bingham, Boise, Bonner, Bonneville, Boundary, Canyon, Cassia, Clark, Elmore, Fremont, Gem, Jefferson, Kootenai, Madison, Minidoka, Nez Perce, Owyhee, Payette, Power, and Twin Falls counties",0,0,0,Blue Cross of Idaho,"",0,BLUE CROSS OF IDAHO HEALTHSERVICE INC,16416,16125,,1,"Blue Cross of Idaho Health Services, Inc.","",1,,
ID,*PCCM,Multiple Primary Care Providers,Idaho,2021,"",Primary Care Case Management (PCCM),Healthy Connections (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Providers,"",0,PRIMARY CARE CASE MANAGEMENT - PCCM,413397,398929,,0,Healthy Connections Idaho,"",1,,
