"state_cd","state","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan_flag","taf_enrollee_count","taf_n_enrollees_at_least_one_claim","cms_plan_unmatched","taf_plan_unmatched","matched_last_year","matched_next_year","matched","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","taf_no_enrollment_or_claims"
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Vivida Health","Region 8",8479,287,8766,"Lee Memorial Health System","Vivida Health","",1,15897,16559,0,0,NA,1,1,0,"Lee Memorial Health System","Vivida Health",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",6912,3010,9922,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,321,334,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,408,419,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,848,879,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,1399,1454,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,846,868,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,1390,1416,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,1563,1603,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,601,617,0,0,NA,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,1597,1622,0,0,1,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,1919,2025,0,0,1,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Clear Health Alliance","Statewide",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,3333,3519,0,0,1,1,1,0,"Anthem","Clear Health Alliance",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Aetna Better Health","Regions 6, 7, 11",383,3724,4107,"CVS Health",NA,NA,0,1750,1844,0,0,NA,1,1,0,"CVS Health Corporation","Aetna Better Health",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Aetna Better Health","Regions 6, 7, 12",0,0,0,"CVS Health",NA,NA,0,1737,1822,0,0,NA,1,1,0,"CVS Health Corporation","Aetna Better Health",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Aetna Better Health","Regions 6, 7, 13",0,0,0,"CVS Health",NA,NA,0,2256,2346,0,0,0,1,1,0,"CVS Health Corporation","Aetna Better Health",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Aetna Better Health","Regions 6, 7, 11",86640,2999,89639,"CVS Health","Aetna Better Health of Florida","Aetna/CVS",1,27726,28418,0,0,NA,1,1,0,"CVS Health Corporation","Aetna Better Health",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Aetna Better Health","Regions 6, 7, 11",0,0,0,"CVS Health","Aetna Better Health of Florida","Aetna/CVS",1,42987,44206,0,0,NA,1,1,0,"CVS Health Corporation","Aetna Better Health",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Aetna Better Health","Regions 6, 7, 11",0,0,0,"CVS Health","Aetna Better Health of Florida","Aetna/CVS",1,64735,66205,0,0,0,1,1,0,"CVS Health Corporation","Aetna Better Health",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 11",1107,6886,7993,"Anthem, Inc.",NA,NA,0,1050,1172,0,0,NA,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 12",0,0,0,"Anthem, Inc.",NA,NA,0,936,1020,0,0,NA,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 13",0,0,0,"Anthem, Inc.",NA,NA,0,806,885,0,0,NA,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 14",0,0,0,"Anthem, Inc.",NA,NA,0,3740,3863,0,0,0,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 15",0,0,0,"Anthem, Inc.",NA,NA,0,5168,5370,0,0,0,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 11",439330,15063,454393,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,83030,84314,0,0,NA,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 12",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,166439,169403,0,0,NA,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 13",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,113586,115309,0,0,NA,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 14",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,92618,93856,0,0,1,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, 15",0,0,0,"Anthem, Inc.","Simply Healthcare Plans (Clear Health Alliance)","Anthem",1,136182,140276,0,0,1,1,1,0,"Anthem","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida","Regions 3, 4, 6, 13",0,0,0,"UnitedHealth Group","United Healthcare of Florida, Inc.","UnitedHealth Group",1,87383,91022,0,0,NA,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida","Regions 3, 4, 6, 14",0,0,0,"UnitedHealth Group","United Healthcare of Florida, Inc.","UnitedHealth Group",1,122363,124223,0,0,NA,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida","Regions 3, 4, 6, 15",0,0,0,"UnitedHealth Group","United Healthcare of Florida, Inc.","UnitedHealth Group",1,29865,30576,0,0,NA,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","United Healthcare of Florida","Regions 3, 4, 6, 16",0,0,0,"UnitedHealth Group","United Healthcare of Florida, Inc.","UnitedHealth Group",1,84881,87117,0,0,1,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","United Healthcare of Florida","Regions 3, 4, 6, 11",892,10494,11386,"UnitedHealth Group",NA,NA,0,2982,3102,0,0,NA,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","United Healthcare of Florida","Regions 3, 4, 6, 11",0,0,0,"UnitedHealth Group",NA,NA,0,3172,3266,0,0,NA,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","United Healthcare of Florida","Regions 3, 4, 6, 11",0,0,0,"UnitedHealth Group",NA,NA,0,2788,2915,0,0,NA,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","United Healthcare of Florida","Regions 3, 4, 6, 11",0,0,0,"UnitedHealth Group",NA,NA,0,6629,6862,0,0,1,1,1,0,"United Healthcare","United Healthcare of Florida, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Lighthouse Health Plan, LLC","Regions 1, 2",28645,658,29303,"Baptist Health Care Inc. and Evolent LLC","Lighthouse Health Plan","",1,24165,25040,0,0,NA,1,1,0,"Evolent Health","Baptist Health Care Inc. and Evolent LLC",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Lighthouse Health Plan, LLC","Regions 1, 2",0,0,0,"Baptist Health Care Inc. and Evolent LLC","Lighthouse Health Plan","",1,17252,18178,0,0,NA,1,1,0,"Evolent Health","Baptist Health Care Inc. and Evolent LLC",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Molina Healthcare of FL, Inc.","Regions 8, 11",307,2549,2856,"Molina Healthcare, Inc.",NA,NA,0,573,661,0,0,NA,1,1,0,"Molina","Molina Healthcare of Florida",0
"FL","Florida",2019,"","MLTSS only (PIHP and/or PAHP)","Long-Term Care Program (MLTSS only (PIHP and/or PAHP))","Molina Healthcare of FL, Inc.","Regions 8, 11",0,0,0,"Molina Healthcare, Inc.",NA,NA,0,3759,3951,0,0,1,1,1,0,"Molina","Molina Healthcare of Florida",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida","Regions 8, 11",91348,3930,95278,"Molina Healthcare, Inc.","Molina Healthcare of Florida, Inc.","Molina",1,55181,56743,0,0,NA,1,1,0,"Molina","Molina Healthcare of Florida",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida","Regions 8, 12",0,0,0,"Molina Healthcare, Inc.","Molina Healthcare of Florida, Inc.","Molina",1,71865,75426,0,0,1,1,1,0,"Molina","Molina Healthcare of Florida",0
"FL","Florida",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81818,82744,0,1,0,1,0,0,"True Health","Prestige Health Choice",0
"FL","Florida",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26301,26866,0,1,0,1,0,0,"True Health","Prestige Health Choice",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Community Care Plan","Region 10",0,0,0,"South Broward Hospital District (d/b/a Memorial Healthcare System) and North Broward Hospital District (d/b/a Broward Health)","Community Care Plan","",1,53533,54473,0,0,1,1,1,0,"Memorial Healthcare System","Community Care Plan",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",534894,41499,576393,"MCNA Health Care Holdings, LLC",NA,NA,0,15281,219,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,30888,563,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,87773,4070,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,88733,2076,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,43958,1765,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,91045,4013,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,100015,3283,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,54097,4988,0,0,NA,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,71839,3062,0,0,1,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,91164,2718,0,0,1,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","MCNA Dental","Statewide",0,0,0,"MCNA Health Care Holdings, LLC",NA,NA,0,136841,3662,0,0,1,1,1,0,"Managed Care of North America, Inc.","MCNA Health Care Holdings, LLC",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",1383297,110399,1493696,"Catalyst Institute",NA,NA,0,110003,2118,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,36983,767,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,90647,2114,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,175756,3692,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,120289,2244,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,297552,5647,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,216701,3761,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,91221,2427,0,0,NA,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,214502,5783,0,0,1,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,197448,5330,0,0,1,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","DentaQuest","Statewide",0,0,0,"Catalyst Institute",NA,NA,0,344700,6492,0,0,1,1,1,0,"DentaQuest","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",968518,56597,1025115,"Liberty Dental Plan Corp",NA,NA,0,14978,194,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,79772,2269,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,175819,6304,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,154481,4670,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,91663,3858,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,194802,7332,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,226318,8874,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,130636,5468,0,0,NA,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,70346,2517,0,0,1,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,54057,2040,0,0,1,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Dental only (PAHP)","Dental (Dental only (PAHP))","Liberty","Statewide",0,0,0,"Liberty Dental Plan Corp",NA,NA,0,144549,7296,0,0,1,1,1,0,"Liberty Dental","Catalyst Institute",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Miami Children's Health Plan","Regions 9, 11",14296,321,14617,"Variety Children,Aos Hospital (d/b/a Nicklaus Children,Aos Hospital) and Evolent LLC","Miami Children's Health Plan","",1,21189,21777,0,0,0,1,1,0,"Nicklaus Children's Hospital","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Miami Children's Health Plan","Regions 9, 11",0,0,0,"Variety Children,Aos Hospital (d/b/a Nicklaus Children,Aos Hospital) and Evolent LLC","Miami Children's Health Plan","",1,7908,8180,0,0,0,1,1,0,"Nicklaus Children's Hospital","Simply Healthcare Plans, Inc.",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC","Regions 4, 5, 9",0,0,0,"Magellan Health Services, Inc.","Magellan Complete Care, LLC.","Magellan Health",1,11904,12532,0,0,NA,1,1,0,"Magellan","Magellan Complete Care, LLC",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC","Regions 4, 5, 10",0,0,0,"Magellan Health Services, Inc.","Magellan Complete Care, LLC.","Magellan Health",1,7832,8046,0,0,NA,1,1,0,"Magellan","Magellan Complete Care, LLC",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Magellan Complete Care, LLC","Regions 4, 5, 11",0,0,0,"Magellan Health Services, Inc.","Magellan Complete Care, LLC.","Magellan Health",1,14461,14931,0,0,NA,1,1,0,"Magellan","Magellan Complete Care, LLC",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",56703,113,56816,"Florida Department of Health","Children's Medical Services Network","",1,1674,1681,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,4039,4072,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,6085,6108,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,5240,5204,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,4709,4677,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,9285,9204,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,9427,9412,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,4034,4000,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,5615,5598,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,7321,7267,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"","Comprehensive MCO","Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network","Statewide",0,0,0,"Florida Department of Health","Children's Medical Services Network","",1,13194,13149,0,0,NA,1,1,0,"Florida Department of Health","Children's Medical Services Network",0
"FL","Florida",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,661,317,0,1,1,NA,0,0,"Aids Health Foundation of Florida","Aids Health Foundation of Florida",0
"FL","Florida",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,959,469,0,1,1,NA,0,0,"Aids Health Foundation of Florida","Aids Health Foundation of Florida",0
"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
