state_cd,taf_mc_plan_id,state,cms_program_name,cms_plan_name,kff_mco_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,count,year,in_xwalk,chse_mco_name,chse_parent_firm,new_id_flag,cms_plan_type
FL,*100048611,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 21",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,2941,2968,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049301,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 22",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,38522,38824,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049302,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 23",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,93233,93832,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049303,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 24",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,190498,191902,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049304,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 25",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,217369,218698,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049305,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 26",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,110316,111426,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049306,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 27",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,232345,234120,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049307,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 28",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,282140,284047,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049308,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 29",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,153796,154946,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049309,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 30",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,141621,142601,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049310,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 31",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,91092,91925,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049311,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),"Sunshine State Health Plan, Inc.","Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 32",0,0,0,"Sunshine State Health Plan, Inc.",SUNSHINE STATE HEALTH PLAN INC,116550,118510,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO + MLTSS
FL,*100049901,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11","703,718",38399,"742,117",Humana Medical Plan,HUMANA MEDICAL PLAN INC,74436,74931,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049902,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 12",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,32881,33251,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049903,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 13",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,78388,79372,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049904,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 14",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,90367,91344,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049905,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 15",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,46967,47783,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049906,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 16",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,106418,107747,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049907,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 17",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,94063,95345,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049908,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 18",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,48999,49723,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049909,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 19",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,113753,114884,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049910,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 20",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,108317,109526,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100049911,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 21",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,105807,107883,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051301,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 22",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,2092,2169,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051302,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 23",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,1949,2007,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051303,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 24",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,3204,3318,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051304,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 25",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,4025,4179,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051305,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 26",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,3733,3907,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051306,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 27",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,3515,3651,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051307,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 28",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,3237,3339,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051308,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 29",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,2060,2165,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051309,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 30",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,5651,5876,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051310,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 31",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,4628,4771,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051311,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Humana Medical Plan,Humana Medical Plan,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 32",0,0,0,Humana Medical Plan,HUMANA MEDICAL PLAN INC,5901,6091,1,2022,1,Humana Medical Plan,Humana,0,Comprehensive MCO + MLTSS
FL,*100051601,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11","146,310",11120,"157,430", –,SUNSHINE STATE HEALTH PLAN INC,1478,1523,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051602,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 12",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,1662,1714,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051603,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 13",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,3510,3613,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051604,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 14",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,3230,3353,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051605,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 15",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,5378,5555,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051606,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 16",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,5387,5548,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051607,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 17",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,4516,4649,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051608,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 18",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,4132,4303,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051609,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 19",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,5199,5410,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051610,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 20",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,2716,2800,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100051611,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Sunshine State Health Plan - SMI (Specialty Plan),"Sunshine State Health Plan, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 21",0,0,0, –,SUNSHINE STATE HEALTH PLAN INC,6837,7045,1,2022,1,Sunshine State Health Plan,Centene,0,Comprehensive MCO
FL,*100053001,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 22",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,701,736,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053002,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 23",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,995,1040,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053003,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 24",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1659,1754,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053004,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 25",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1547,1621,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053005,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 26",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,2076,2211,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053006,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 27",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1768,1852,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053007,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 28",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1687,1769,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053008,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 29",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1657,1782,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053009,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 30",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,3643,3822,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053010,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 31",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1637,1749,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053011,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 32",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,4632,5155,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053601,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11","1,042",13505,"14,547",Florida Community Care,FLORIDA COMMUNITY CARE,794,829,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053602,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 12",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1178,1222,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053603,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 13",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1998,2074,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053604,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 14",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,1747,1822,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053605,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 15",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,2454,2551,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053606,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 16",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,2213,2286,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053607,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 17",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,2034,2116,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053608,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 18",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,2058,2144,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053609,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 19",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,4572,4709,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053610,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 20",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,2215,2296,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100053611,Florida,Statewide Medicaid Managed Care - MMA + LTSS (Comprehensive MCO + MLTSS),Florida Community Care,Florida Community Care,"Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 21",0,0,0,Florida Community Care,FLORIDA COMMUNITY CARE,7161,7324,1,2022,1,Florida Community Care,"Independent Living Systems, LLC",0,Comprehensive MCO + MLTSS
FL,*100055608,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Vivida Health,Vivida Health,Region Code: 08,"27,901",608,"28,509", –,BEST CARE ASSURANCE LLC,33324,33760,1,2022,1,Vivida Health,Lee Memorial Health System,0,Comprehensive MCO
FL,*100119601,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Simply DBA Clear Health Alliance - Specialty Plan,"Simply Healthcare Plans, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11","10,853",2454,"13,307", –,SIMPLY HEALTHCARE PLANS INC,395,407,1,2022,1,"Simply Healthcare Plans, Inc.",Anthem,0,Comprehensive MCO
FL,*100119602,Florida,Statewide Medical Managed Care - MMA Only (Comprehensive MCO),Simply DBA Clear Health Alliance - Specialty Plan,"Simply Healthcare Plans, Inc.","Region Codes: 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 12",0,0,0, –,SIMPLY HEALTHCARE PLANS INC,537,550,1,2022,1,"Simply Healthcare Plans, Inc.",Anthem,0,Comprehensive MCO
