state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
FL,*100054008,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Health Plan of Florida,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 18",0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,102760,103736,1,0,Centene,Centene,1,2020-01-23,
FL,*100054009,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Health Plan of Florida,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 19",0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,36705,37152,1,0,Centene,Centene,1,2020-01-23,
FL,*100054011,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Health Plan of Florida,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 20",0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,72351,73184,1,0,Centene,Centene,1,2020-01-23,
FL,*100054501,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 11",1541,9297,10838,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,382,395,1,0,Centene,"",1,2020-01-23,
FL,*100054502,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 12",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1467,1503,1,0,Centene,"",1,2020-01-23,
FL,*100054503,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 13",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1233,1279,1,0,Centene,"",1,2020-01-23,
FL,*100054504,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 14",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1023,1064,1,0,Centene,"",1,2020-01-23,
FL,*100054505,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 15",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1795,1873,1,0,Centene,"",1,2020-01-23,
FL,*100054506,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 16",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1713,1778,1,0,Centene,"",1,2020-01-23,
FL,*100054507,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 17",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1600,1662,1,0,Centene,"",1,2020-01-23,
FL,*100054508,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 18",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1032,1074,1,0,Centene,"",1,2020-01-23,
FL,*100054509,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 19",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,1804,1887,1,0,Centene,"",1,2020-01-23,
FL,*100054511,Staywell,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Staywell,"Regions 1, 2, 3, 4, 5, 6, 7, 8, 9, and 20",0,0,0,Wellcare of Florida,"",0,WELLCARE OF FLORIDA INC,2630,2683,1,0,Centene,"",1,2020-01-23,
FL,*100055201,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,92676,11061,103737,Wellcare of Florida DBA Staywell-SMI,Staywell,1,WELLCARE OF FLORIDA INC,6085,6248,1,0,Centene,Centene,1,2020-01-23,
FL,*100055202,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,Wellcare of Florida DBA Staywell-SMI,Staywell,1,WELLCARE OF FLORIDA INC,8108,8221,1,0,Centene,Centene,1,2020-01-23,
FL,*100055203,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,21082,21595,1,0,Centene,Centene,1,2020-01-23,
FL,*100055204,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,8851,9063,1,0,Centene,Centene,1,2020-01-23,
FL,*100055205,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,6347,6543,1,0,Centene,Centene,1,2020-01-23,
FL,*100055206,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,23110,23779,1,0,Centene,Centene,1,2020-01-23,
FL,*100055207,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,11918,12242,1,0,Centene,Centene,1,2020-01-23,
FL,*100055208,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,11949,12261,1,0,Centene,Centene,1,2020-01-23,
FL,*100055209,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,11592,12025,1,0,Centene,Centene,1,2020-01-23,
FL,*100055210,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,10690,11173,1,0,Centene,Centene,1,2020-01-23,
FL,*100055211,Staywell,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Staywell Serious Mental Illness,Statewide,0,0,0,"WellCare Management Group, Inc.",Staywell,1,WELLCARE OF FLORIDA INC,19272,20306,1,0,Centene,Centene,1,2020-01-23,
FL,*100055608,Vivida Health,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Vivida Health,Region 8,14304,379,14683,Lee Memorial Health System,Vivida Health,1,BEST CARE ASSURANCE LLC,21375,21695,1,0,Lee Memorial Health System,"",1,,
FL,*100119601,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,7924,2913,10837,Simply,Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,308,318,1,0,Anthem,Anthem,1,,
FL,*100119602,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,416,425,1,0,Anthem,Anthem,1,,
FL,*100119603,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,Simply,Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,837,864,1,0,Anthem,Anthem,1,,
FL,*100119604,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,1123,1180,1,0,Anthem,Anthem,1,,
FL,*100119605,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,811,847,1,0,Anthem,Anthem,1,,
FL,*100119606,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,1324,1378,1,0,Anthem,Anthem,1,,
FL,*100119607,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,1524,1575,1,0,Anthem,Anthem,1,,
FL,*100119608,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,544,563,1,0,Anthem,Anthem,1,,
FL,*100119609,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,1592,1630,1,0,Anthem,Anthem,1,,
FL,*100119610,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,1915,1987,1,0,Anthem,Anthem,1,,
FL,*100119611,Clear Health Alliance,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Clear Health Alliance,Statewide,0,0,0,"Anthem, Inc.",Clear Health Alliance,1,SIMPLY HEALTHCARE PLANS INC,3319,3401,1,0,Anthem,Anthem,1,,
FL,*100120006,Aetna Better Health,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Aetna Better Health,"Regions 6, 7, and 11",313,3928,4241,CVS Health,"",0,AETNA BETTER HEALTH OF FLORIDA INC.,1742,1830,1,0,CVS Health Corporation,"",1,,
FL,*100120007,Aetna Better Health,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Aetna Better Health,"Regions 6, 7, and 12",0,0,0,CVS Health,"",0,AETNA BETTER HEALTH OF FLORIDA INC.,1721,1814,1,0,CVS Health Corporation,"",1,,
FL,*100120011,Aetna Better Health,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),Aetna Better Health,"Regions 6, 7, and 13",0,0,0,CVS Health,"",0,AETNA BETTER HEALTH OF FLORIDA INC.,2257,2348,1,0,CVS Health Corporation,"",1,,
FL,*100120306,Aetna Better Health,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Aetna Better Health,"Regions 6, 7, and 11",111523,3385,114908,CVS Health,Aetna Better Health,1,AETNA BETTER HEALTH OF FLORIDA INC.,34541,35120,1,0,CVS Health Corporation,Aetna/CVS,1,,
FL,*100120307,Aetna Better Health,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Aetna Better Health,"Regions 6, 7, and 11",0,0,0,CVS Health,Aetna Better Health,1,AETNA BETTER HEALTH OF FLORIDA INC.,52641,53391,1,0,CVS Health Corporation,Aetna/CVS,1,,
FL,*100120311,Aetna Better Health,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Aetna Better Health,"Regions 6, 7, and 11",0,0,0,CVS Health,Aetna Better Health,1,AETNA BETTER HEALTH OF FLORIDA INC.,66223,67084,1,0,CVS Health Corporation,Aetna/CVS,1,,
FL,*100120605,"Simply Healthcare Plans, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 11",1256,9314,10570,"Anthem, Inc.","",0,SIMPLY HEALTHCARE PLANS INC,1507,1608,1,0,Anthem,"",1,,
FL,*100120606,"Simply Healthcare Plans, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 12",0,0,0,"Anthem, Inc.","",0,SIMPLY HEALTHCARE PLANS INC,1781,1883,1,0,Anthem,"",1,,
FL,*100120607,"Simply Healthcare Plans, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 13",0,0,0,"Anthem, Inc.","",0,SIMPLY HEALTHCARE PLANS INC,1250,1331,1,0,Anthem,"",1,,
FL,*100120610,"Simply Healthcare Plans, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 14",0,0,0,"Anthem, Inc.","",0,SIMPLY HEALTHCARE PLANS INC,3828,3937,1,0,Anthem,"",1,,
FL,*100120611,"Simply Healthcare Plans, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 15",0,0,0,"Anthem, Inc.","",0,SIMPLY HEALTHCARE PLANS INC,5786,5930,1,0,Anthem,"",1,,
FL,*100121001,"Simply Healthcare Plans, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 16",0,0,0,"Anthem, Inc.","Simply Healthcare Plans, Inc.",1,SIMPLY HEALTHCARE PLANS INC,1,,1,0,Anthem,Anthem,,,
FL,*100121005,"Simply Healthcare Plans, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 11",466054,14829,480883,"Anthem, Inc.","Simply Healthcare Plans, Inc.",1,SIMPLY HEALTHCARE PLANS INC,79176,80171,1,0,Anthem,Anthem,1,,
FL,*100121006,"Simply Healthcare Plans, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 12",0,0,0,"Anthem, Inc.","Simply Healthcare Plans, Inc.",1,SIMPLY HEALTHCARE PLANS INC,155276,156916,1,0,Anthem,Anthem,1,,
FL,*100121007,"Simply Healthcare Plans, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 13",0,0,0,"Anthem, Inc.","Simply Healthcare Plans, Inc.",1,SIMPLY HEALTHCARE PLANS INC,110435,111803,1,0,Anthem,Anthem,1,,
FL,*100121010,"Simply Healthcare Plans, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 14",0,0,0,"Anthem, Inc.","Simply Healthcare Plans, Inc.",1,SIMPLY HEALTHCARE PLANS INC,94583,95384,1,0,Anthem,Anthem,1,,
FL,*100121011,"Simply Healthcare Plans, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Simply Healthcare Plans, Inc.","Regions 5, 6, 7, 10, and 15",0,0,0,"Anthem, Inc.","Simply Healthcare Plans, Inc.",1,SIMPLY HEALTHCARE PLANS INC,134313,135897,1,0,Anthem,Anthem,1,,
FL,*100121403,"United Healthcare of Florida, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),United Healthcare of Florida,"Regions 3, 4, 6, and 11",253772,9662,263434,UnitedHealth Group,United Healthcare of Florida,1,UNITED HEALTHCARE OF FLORIDA INC,87231,88092,1,0,United Healthcare,UnitedHealth Group,1,,
FL,*100121404,"United Healthcare of Florida, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),United Healthcare of Florida,"Regions 3, 4, 6, and 12",0,0,0,UnitedHealth Group,United Healthcare of Florida,1,UNITED HEALTHCARE OF FLORIDA INC,122243,123217,1,0,United Healthcare,UnitedHealth Group,1,,
FL,*100121406,"United Healthcare of Florida, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),United Healthcare of Florida,"Regions 3, 4, 6, and 13",0,0,0,UnitedHealth Group,United Healthcare of Florida,1,UNITED HEALTHCARE OF FLORIDA INC,38206,38821,1,0,United Healthcare,UnitedHealth Group,1,,
FL,*100121411,"United Healthcare of Florida, Inc.",Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),United Healthcare of Florida,"Regions 3, 4, 6, and 14",0,0,0,UnitedHealth Group,United Healthcare of Florida,1,UNITED HEALTHCARE OF FLORIDA INC,81318,82524,1,0,United Healthcare,UnitedHealth Group,1,,
FL,*100121903,"United Healthcare of Florida, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"United Healthcare of Florida, Inc.","Regions 3, 4, 6, and 11",731,10820,11551,UnitedHealth Group,"",0,UNITED HEALTHCARE OF FLORIDA INC,3041,3155,1,0,United Healthcare,"",1,,
FL,*100121904,"United Healthcare of Florida, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"United Healthcare of Florida, Inc.","Regions 3, 4, 6, and 12",0,0,0,UnitedHealth Group,"",0,UNITED HEALTHCARE OF FLORIDA INC,3198,3311,1,0,United Healthcare,"",1,,
FL,*100121906,"United Healthcare of Florida, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"United Healthcare of Florida, Inc.","Regions 3, 4, 6, and 13",0,0,0,UnitedHealth Group,"",0,UNITED HEALTHCARE OF FLORIDA INC,2540,2675,1,0,United Healthcare,"",1,,
FL,*100121911,"United Healthcare of Florida, Inc.",Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"United Healthcare of Florida, Inc.","Regions 3, 4, 6, and 14",0,0,0,UnitedHealth Group,"",0,UNITED HEALTHCARE OF FLORIDA INC,6202,6414,1,0,United Healthcare,"",1,,
FL,*100122501,Lighthouse Health Plan,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Lighthouse Health Plan, LLC",Regions 1 and 2,35376,725,36101,Baptist Health Care Inc. and Evolent LLC,Lighthouse Health Plan,1,LIGHTHOUSE HEALTH PLAN LLC,26471,26648,0,0,Baptist Health Care Inc.|Evolent LLC,"",1,,
FL,*100122502,Lighthouse Health Plan,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),"Lighthouse Health Plan, LLC",Regions 1 and 2,0,0,0,Baptist Health Care Inc. and Evolent LLC,Lighthouse Health Plan,1,LIGHTHOUSE HEALTH PLAN LLC,18286,18474,0,0,Baptist Health Care Inc.|Evolent LLC,"",1,,
FL,*100139908,Molina Healthcare of Florida,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Molina Healthcare of Florida, Inc.",Regions 8 and 11,299,2761,3060,"Molina Healthcare, Inc.","",0,MOLINA HEALTH CARE OF FLORIDA INC,766,844,1,0,Molina,"",1,,
FL,*100139911,Molina Healthcare of Florida,Florida,2020,,MLTSS only (PIHP and/or PAHP),Long-Term Care Program (MLTSS only (PIHP and/or PAHP)),"Molina Healthcare of Florida, Inc.",Regions 8 and 11,0,0,0,"Molina Healthcare, Inc.","",0,MOLINA HEALTH CARE OF FLORIDA INC,3356,3442,1,0,Molina,"",1,,
FL,*100140208,Molina Healthcare of Florida,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Molina Healthcare of Florida,Regions 8 and 11,97878,3641,101519,"Molina Healthcare, Inc.",Molina Healthcare of Florida,1,MOLINA HEALTH CARE OF FLORIDA INC,53938,54608,1,0,Molina,Molina,1,,
FL,*100140211,Molina Healthcare of Florida,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Molina Healthcare of Florida,Regions 8 and 11,0,0,0,"Molina Healthcare, Inc.",Molina Healthcare of Florida,1,MOLINA HEALTH CARE OF FLORIDA INC,71646,72696,1,0,Molina,Molina,1,,
FL,*100140609,True Health,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Prestige Health Choice,Regions 9 and 11,86615,2044,88659,AmeriHealth Caritas,Prestige Health Choice,1,"AMERIHEALTH CARITAS FLORIDA, INC.                                                 ",81702,82380,1,0,Independence Health Group,Independence Health Group,0,,
FL,*100140611,True Health,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Prestige Health Choice,Regions 9 and 11,0,0,0,AmeriHealth Caritas,Prestige Health Choice,1,"AMERIHEALTH CARITAS FLORIDA, INC.                                                 ",28205,28637,1,0,Independence Health Group,Independence Health Group,0,,
FL,*100142110,Community Care Plan,Florida,2020,,Comprehensive MCO,Managed Medical Assistance Program (Comprehensive MCO),Community Care Plan,Region 10,43222,1392,44614,South Broward Hospital District (d/b/a Memorial Healthcare System) and North Broward Hospital District (d/b/a Broward Health),Community Care Plan,1,SOUTH FLORIDA COMMUNITY CARE NETWORK LLC,56373,56990,1,0,Memorial Healthcare System,"",1,,
FL,*100145301,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,705614,49200,754814,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,22507,1130,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145302,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,34504,2463,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145303,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,96450,9583,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145304,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,103156,8384,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145305,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,51518,4810,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145306,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,116141,12901,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145307,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,122184,10656,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145308,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,64275,7994,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145309,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,82838,10675,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145310,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,98318,18290,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145311,MCNA Dental,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),MCNA Dental,Statewide,0,0,0,"MCNA Health Care Holdings, LLC","",0,MANAGED CARE OF NORTH AMERICA INC,150809,20321,1,0,United Healthcare,"",1,2020-11-19,
FL,*100145601,DentaQuest,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),DentaQuest,Statewide,1452165,106979,1559144,DentaQuest,"",0,DENTAQUEST OF FLORIDA INC,97193,13430,1,0,Catalyst Institute,"",1,,
FL,*100145602,DentaQuest,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),DentaQuest,Statewide,0,0,0,DentaQuest,"",0,DENTAQUEST OF FLORIDA INC,39966,4864,1,0,Catalyst Institute,"",1,,
FL,*100145603,DentaQuest,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),DentaQuest,Statewide,0,0,0,DentaQuest,"",0,DENTAQUEST OF FLORIDA INC,100508,10119,1,0,Catalyst Institute,"",1,,
FL,*100145604,DentaQuest,Florida,2020,,Dental only (PAHP),Dental (Dental only (PAHP)),DentaQuest,Statewide,0,0,0,DentaQuest,"",0,DENTAQUEST OF FLORIDA INC,173819,19508,1,0,Catalyst Institute,"",1,,
